pan max
pan_gene_15010 2
pan_gene_15013 2
pan_gene_15021 3
pan_gene_15025 2
pan_gene_15031 2
pan_gene_15035 2
pan_gene_15040 2
pan_gene_15043 2
pan_gene_15044 2
pan_gene_15046 2
pan_gene_15050 2
pan_gene_15054 2
pan_gene_15055 2
pan_gene_15059 2
pan_gene_15060 2
pan_gene_15068 2
pan_gene_15073 3
pan_gene_15078 3
pan_gene_15089 2
pan_gene_15094 4
pan_gene_15105 2
pan_gene_15113 2
pan_gene_15118 2
pan_gene_15119 2
pan_gene_1512 2
pan_gene_15125 2
pan_gene_15126 2
pan_gene_15129 2
pan_gene_15130 2
pan_gene_15132 3
pan_gene_1514 2
pan_gene_15145 2
pan_gene_15152 2
pan_gene_15154 2
pan_gene_15160 2
pan_gene_15161 2
pan_gene_15173 2
pan_gene_15174 2
pan_gene_15177 2
pan_gene_15180 2
pan_gene_15181 2
pan_gene_15189 2
pan_gene_15193 2
pan_gene_15195 3
pan_gene_15199 2
pan_gene_152 2
pan_gene_1520 2
pan_gene_15217 2
pan_gene_15218 3
pan_gene_1522 2
pan_gene_15220 2
pan_gene_15224 2
pan_gene_15227 2
pan_gene_1523 2
pan_gene_15231 2
pan_gene_15233 2
pan_gene_15238 2
pan_gene_15239 2
pan_gene_15241 2
pan_gene_15242 2
pan_gene_15244 2
pan_gene_15246 2
pan_gene_15251 2
pan_gene_15253 2
pan_gene_15257 2
pan_gene_15266 2
pan_gene_15267 2
pan_gene_1527 2
pan_gene_15270 2
pan_gene_15274 2
pan_gene_15275 2
pan_gene_15276 2
pan_gene_15278 2
pan_gene_15279 2
pan_gene_15288 2
pan_gene_15294 2
pan_gene_15298 2
pan_gene_15299 3
pan_gene_153 2
pan_gene_15305 2
pan_gene_15306 2
pan_gene_1531 4
pan_gene_15310 2
pan_gene_15316 2
pan_gene_15317 2
pan_gene_1532 3
pan_gene_15323 2
pan_gene_15329 2
pan_gene_15334 5
pan_gene_15337 2
pan_gene_15341 2
pan_gene_15351 2
pan_gene_15352 2
pan_gene_15353 2
pan_gene_15355 2
pan_gene_15359 3
pan_gene_15361 2
pan_gene_15374 2
pan_gene_15375 4
pan_gene_15386 2
pan_gene_15389 2
pan_gene_15404 2
pan_gene_15412 2
pan_gene_15417 2
pan_gene_15418 3
pan_gene_1542 2
pan_gene_15425 2
pan_gene_15428 2
pan_gene_15431 2
pan_gene_15433 2
pan_gene_15435 2
pan_gene_15436 2
pan_gene_1544 2
pan_gene_15441 2
pan_gene_15442 2
pan_gene_15449 2
pan_gene_15458 2
pan_gene_15479 2
pan_gene_15480 2
pan_gene_15483 2
pan_gene_15486 3
pan_gene_15489 3
pan_gene_15495 2
pan_gene_15497 2
pan_gene_15499 5
pan_gene_155 3
pan_gene_15500 3
pan_gene_15501 2
pan_gene_15502 2
pan_gene_15512 2
pan_gene_15516 3
pan_gene_15521 2
pan_gene_15529 2
pan_gene_15532 2
pan_gene_15537 2
pan_gene_15540 2
pan_gene_15547 2
pan_gene_15553 2
pan_gene_15554 2
pan_gene_15559 2
pan_gene_15560 2
pan_gene_15564 2
pan_gene_15572 2
pan_gene_15582 2
pan_gene_15585 2
pan_gene_15587 2
pan_gene_15589 2
pan_gene_1559 3
pan_gene_15590 2
pan_gene_15593 2
pan_gene_15599 2
pan_gene_156 2
pan_gene_1560 2
pan_gene_15602 2
pan_gene_15609 2
pan_gene_1561 2
pan_gene_15610 2
pan_gene_15611 2
pan_gene_15614 2
pan_gene_15617 2
pan_gene_15619 2
pan_gene_15636 3
pan_gene_15637 3
pan_gene_15642 2
pan_gene_15644 3
pan_gene_15655 2
pan_gene_15656 2
pan_gene_15661 2
pan_gene_15665 2
pan_gene_15668 2
pan_gene_15669 2
pan_gene_15676 2
pan_gene_15677 2
pan_gene_15679 2
pan_gene_15680 3
pan_gene_15683 2
pan_gene_15686 2
pan_gene_15687 2
pan_gene_15689 2
pan_gene_15698 2
pan_gene_1570 2
pan_gene_15704 2
pan_gene_15710 2
pan_gene_15718 2
pan_gene_15722 3
pan_gene_15725 2
pan_gene_15727 2
pan_gene_15728 2
pan_gene_15730 3
pan_gene_15732 2
pan_gene_15733 2
pan_gene_15734 2
pan_gene_15743 2
pan_gene_15744 3
pan_gene_15749 2
pan_gene_15752 2
pan_gene_15756 2
pan_gene_15757 2
pan_gene_15762 5
pan_gene_15769 3
pan_gene_15773 2
pan_gene_15776 2
pan_gene_15778 2
pan_gene_1578 2
pan_gene_15780 3
pan_gene_15781 2
pan_gene_15785 2
pan_gene_15787 2
pan_gene_15793 2
pan_gene_15800 2
pan_gene_15801 2
pan_gene_15802 2
pan_gene_15806 2
pan_gene_15807 3
pan_gene_15814 2
pan_gene_1582 2
pan_gene_15823 7
pan_gene_15824 2
pan_gene_15826 3
pan_gene_15835 2
pan_gene_15837 2
pan_gene_15838 2
pan_gene_15840 2
pan_gene_15843 2
pan_gene_15844 2
pan_gene_15845 2
pan_gene_15850 2
pan_gene_15855 2
pan_gene_15856 3
pan_gene_15865 3
pan_gene_15870 2
pan_gene_15883 2
pan_gene_15884 3
pan_gene_15889 2
pan_gene_1589 2
pan_gene_15891 2
pan_gene_15896 3
pan_gene_159 2
pan_gene_1590 2
pan_gene_1591 2
pan_gene_15910 2
pan_gene_15913 2
pan_gene_15922 2
pan_gene_15923 2
pan_gene_1593 2
pan_gene_15933 13
pan_gene_1594 2
pan_gene_15941 2
pan_gene_15950 2
pan_gene_15952 2
pan_gene_15954 2
pan_gene_15957 3
pan_gene_1596 2
pan_gene_15966 3
pan_gene_1597 2
pan_gene_15974 5
pan_gene_15977 2
pan_gene_1598 2
pan_gene_15980 2
pan_gene_15982 2
pan_gene_15995 2
pan_gene_15998 2
pan_gene_15999 2
pan_gene_16004 2
pan_gene_16007 3
pan_gene_16008 2
pan_gene_1601 2
pan_gene_16010 2
pan_gene_16014 2
pan_gene_16015 2
pan_gene_16019 2
pan_gene_1602 2
pan_gene_16024 3
pan_gene_16028 2
pan_gene_16034 2
pan_gene_16035 2
pan_gene_16036 2
pan_gene_16044 2
pan_gene_16047 2
pan_gene_16050 2
pan_gene_16051 2
pan_gene_16068 2
pan_gene_16069 2
pan_gene_1607 2
pan_gene_16070 2
pan_gene_16072 2
pan_gene_16077 2
pan_gene_16078 2
pan_gene_16083 2
pan_gene_16087 2
pan_gene_16089 2
pan_gene_16093 2
pan_gene_16094 2
pan_gene_16095 2
pan_gene_16096 2
pan_gene_1610 2
pan_gene_16100 2
pan_gene_16104 2
pan_gene_16107 2
pan_gene_16122 2
pan_gene_16124 3
pan_gene_16127 2
pan_gene_16128 2
pan_gene_16129 2
pan_gene_16130 2
pan_gene_16133 2
pan_gene_16134 4
pan_gene_16143 2
pan_gene_16146 4
pan_gene_16152 2
pan_gene_16153 2
pan_gene_1616 2
pan_gene_16162 2
pan_gene_16163 2
pan_gene_16168 4
pan_gene_16169 3
pan_gene_16173 2
pan_gene_16177 2
pan_gene_16178 2
pan_gene_16180 2
pan_gene_16187 2
pan_gene_16188 2
pan_gene_16189 4
pan_gene_1619 2
pan_gene_16191 2
pan_gene_16198 2
pan_gene_16200 2
pan_gene_16201 2
pan_gene_16202 2
pan_gene_16203 2
pan_gene_16210 2
pan_gene_16212 2
pan_gene_16215 3
pan_gene_1622 2
pan_gene_16221 2
pan_gene_16222 3
pan_gene_16223 2
pan_gene_16225 2
pan_gene_16226 2
pan_gene_16228 3
pan_gene_16237 2
pan_gene_16249 2
pan_gene_1625 2
pan_gene_16250 2
pan_gene_16259 2
pan_gene_1626 2
pan_gene_16260 3
pan_gene_16261 2
pan_gene_16268 2
pan_gene_16269 2
pan_gene_1627 2
pan_gene_16272 2
pan_gene_16285 2
pan_gene_16292 2
pan_gene_16296 2
pan_gene_16297 2
pan_gene_16299 2
pan_gene_16302 2
pan_gene_16307 2
pan_gene_16310 2
pan_gene_16313 2
pan_gene_16322 2
pan_gene_16332 2
pan_gene_16352 2
pan_gene_16353 2
pan_gene_16355 2
pan_gene_16356 2
pan_gene_16358 2
pan_gene_16362 2
pan_gene_16364 2
pan_gene_16365 3
pan_gene_1637 5
pan_gene_16372 2
pan_gene_1638 6
pan_gene_16381 2
pan_gene_16382 2
pan_gene_16383 2
pan_gene_16385 2
pan_gene_16395 2
pan_gene_16397 2
pan_gene_16401 2
pan_gene_16402 2
pan_gene_16409 2
pan_gene_16410 2
pan_gene_16411 3
pan_gene_16415 2
pan_gene_16433 7
pan_gene_16435 2
pan_gene_16439 2
pan_gene_16440 2
pan_gene_16443 2
pan_gene_16445 2
pan_gene_16446 2
pan_gene_16450 2
pan_gene_16453 2
pan_gene_16455 2
pan_gene_16456 2
pan_gene_16457 2
pan_gene_16460 2
pan_gene_16463 2
pan_gene_16464 2
pan_gene_16466 2
pan_gene_16470 2
pan_gene_16471 2
pan_gene_16477 2
pan_gene_16478 4
pan_gene_16479 2
pan_gene_1648 2
pan_gene_16480 2
pan_gene_16481 2
pan_gene_16482 16
pan_gene_16483 2
pan_gene_16486 2
pan_gene_16487 4
pan_gene_16494 2
pan_gene_16495 2
pan_gene_16500 2
pan_gene_16501 2
pan_gene_16504 2
pan_gene_16513 2
pan_gene_16514 2
pan_gene_16518 2
pan_gene_16522 2
pan_gene_16526 2
pan_gene_16528 2
pan_gene_16529 2
pan_gene_16533 2
pan_gene_16534 2
pan_gene_16536 2
pan_gene_16538 2
pan_gene_16539 2
pan_gene_1654 3
pan_gene_16541 2
pan_gene_16546 2
pan_gene_16549 2
pan_gene_16556 2
pan_gene_16557 2
pan_gene_16559 2
pan_gene_1656 2
pan_gene_16569 2
pan_gene_16574 2
pan_gene_1658 2
pan_gene_16582 4
pan_gene_16584 2
pan_gene_16592 2
pan_gene_16603 2
pan_gene_16604 2
pan_gene_16605 2
pan_gene_16615 2
pan_gene_16629 2
pan_gene_1663 2
pan_gene_16630 2
pan_gene_16633 3
pan_gene_16635 2
pan_gene_1664 2
pan_gene_16642 2
pan_gene_1665 3
pan_gene_16652 2
pan_gene_16654 3
pan_gene_16657 2
pan_gene_1667 2
pan_gene_16676 2
pan_gene_1668 2
pan_gene_16685 3
pan_gene_16686 2
pan_gene_16687 2
pan_gene_16688 2
pan_gene_16692 2
pan_gene_16693 2
pan_gene_16695 2
pan_gene_16696 2
pan_gene_16697 2
pan_gene_16698 2
pan_gene_1670 2
pan_gene_16702 2
pan_gene_16703 2
pan_gene_16706 2
pan_gene_16711 2
pan_gene_16712 2
pan_gene_16717 2
pan_gene_16719 2
pan_gene_16727 2
pan_gene_1673 2
pan_gene_16740 3
pan_gene_16748 2
pan_gene_16752 2
pan_gene_16762 2
pan_gene_16767 2
pan_gene_16769 2
pan_gene_16771 2
pan_gene_16774 2
pan_gene_16777 2
pan_gene_16787 2
pan_gene_16789 2
pan_gene_16795 2
pan_gene_16796 2
pan_gene_168 2
pan_gene_1680 2
pan_gene_16804 2
pan_gene_1681 2
pan_gene_16815 2
pan_gene_16816 3
pan_gene_16817 2
pan_gene_16834 2
pan_gene_16836 2
pan_gene_16837 2
pan_gene_16839 2
pan_gene_16840 5
pan_gene_16841 8
pan_gene_16851 2
pan_gene_16852 2
pan_gene_16855 2
pan_gene_16859 2
pan_gene_16860 7
pan_gene_16862 2
pan_gene_16863 2
pan_gene_16865 2
pan_gene_16867 2
pan_gene_16868 2
pan_gene_16870 3
pan_gene_16871 4
pan_gene_16872 2
pan_gene_16873 3
pan_gene_16874 2
pan_gene_16875 3
pan_gene_16880 2
pan_gene_16881 2
pan_gene_16886 2
pan_gene_16887 6
pan_gene_16888 4
pan_gene_16889 3
pan_gene_16890 3
pan_gene_16891 3
pan_gene_16892 2
pan_gene_16897 3
pan_gene_16902 3
pan_gene_16903 2
pan_gene_16904 2
pan_gene_1691 2
pan_gene_16918 2
pan_gene_16922 2
pan_gene_16928 2
pan_gene_16931 2
pan_gene_16933 2
pan_gene_16943 2
pan_gene_16955 2
pan_gene_16956 2
pan_gene_16958 2
pan_gene_1696 2
pan_gene_16966 3
pan_gene_16967 2
pan_gene_16971 2
pan_gene_16973 2
pan_gene_16977 2
pan_gene_16978 2
pan_gene_16983 2
pan_gene_16984 2
pan_gene_16988 2
pan_gene_16990 2
pan_gene_16992 2
pan_gene_17002 2
pan_gene_17008 2
pan_gene_1701 2
pan_gene_1702 2
pan_gene_17021 2
pan_gene_17023 2
pan_gene_17024 2
pan_gene_17025 2
pan_gene_1703 2
pan_gene_17036 2
pan_gene_17040 2
pan_gene_17042 3
pan_gene_17048 2
pan_gene_17051 2
pan_gene_17062 2
pan_gene_17076 2
pan_gene_17078 2
pan_gene_17083 2
pan_gene_17084 2
pan_gene_17090 2
pan_gene_171 2
pan_gene_17103 2
pan_gene_17107 2
pan_gene_17111 2
pan_gene_17116 2
pan_gene_17119 2
pan_gene_17123 2
pan_gene_17124 3
pan_gene_17125 2
pan_gene_17127 2
pan_gene_17128 2
pan_gene_1713 2
pan_gene_17132 2
pan_gene_17139 2
pan_gene_1715 2
pan_gene_17154 3
pan_gene_17158 2
pan_gene_1716 2
pan_gene_17163 2
pan_gene_17164 2
pan_gene_17167 2
pan_gene_17172 2
pan_gene_17177 2
pan_gene_17183 2
pan_gene_17184 2
pan_gene_1719 2
pan_gene_17191 3
pan_gene_17192 2
pan_gene_17196 2
pan_gene_172 2
pan_gene_17208 2
pan_gene_17210 2
pan_gene_17211 2
pan_gene_17215 2
pan_gene_17222 2
pan_gene_17230 3
pan_gene_17233 2
pan_gene_1724 3
pan_gene_17240 2
pan_gene_17248 2
pan_gene_1725 2
pan_gene_17250 2
pan_gene_17256 2
pan_gene_17259 2
pan_gene_1726 2
pan_gene_17261 2
pan_gene_17262 2
pan_gene_17270 2
pan_gene_17278 2
pan_gene_17282 2
pan_gene_17295 2
pan_gene_17301 5
pan_gene_17303 2
pan_gene_17305 2
pan_gene_17319 5
pan_gene_17321 2
pan_gene_17329 10
pan_gene_17330 7
pan_gene_17333 5
pan_gene_17340 2
pan_gene_17342 2
pan_gene_17345 2
pan_gene_17346 3
pan_gene_17347 2
pan_gene_1735 2
pan_gene_17351 2
pan_gene_17352 2
pan_gene_17353 2
pan_gene_17354 2
pan_gene_17358 2
pan_gene_17369 2
pan_gene_17370 2
pan_gene_17375 2
pan_gene_17378 2
pan_gene_17383 2
pan_gene_17385 2
pan_gene_1739 2
pan_gene_17397 2
pan_gene_17398 2
pan_gene_17399 2
pan_gene_17400 2
pan_gene_17402 2
pan_gene_17404 3
pan_gene_17405 2
pan_gene_17406 2
pan_gene_17407 2
pan_gene_17408 2
pan_gene_17409 2
pan_gene_17413 2
pan_gene_17421 2
pan_gene_17430 2
pan_gene_17436 2
pan_gene_17446 3
pan_gene_17447 2
pan_gene_17451 2
pan_gene_17456 2
pan_gene_1746 2
pan_gene_17461 2
pan_gene_17462 2
pan_gene_17469 3
pan_gene_17471 2
pan_gene_17479 2
pan_gene_17481 2
pan_gene_17482 2
pan_gene_17484 2
pan_gene_17492 2
pan_gene_17506 2
pan_gene_17515 2
pan_gene_1752 2
pan_gene_17527 2
pan_gene_17529 3
pan_gene_17534 2
pan_gene_17536 2
pan_gene_1754 2
pan_gene_17544 2
pan_gene_17550 2
pan_gene_17551 2
pan_gene_17553 2
pan_gene_17554 2
pan_gene_17560 2
pan_gene_17561 3
pan_gene_17563 2
pan_gene_17564 2
pan_gene_17571 3
pan_gene_17578 2
pan_gene_1758 2
pan_gene_17580 2
pan_gene_17596 4
pan_gene_176 2
pan_gene_17602 2
pan_gene_17610 2
pan_gene_17617 2
pan_gene_17625 2
pan_gene_1763 2
pan_gene_17630 2
pan_gene_17636 2
pan_gene_17637 2
pan_gene_17640 2
pan_gene_17642 2
pan_gene_17645 2
pan_gene_17648 3
pan_gene_17649 2
pan_gene_17651 2
pan_gene_17653 2
pan_gene_17656 2
pan_gene_17663 2
pan_gene_17666 2
pan_gene_17670 2
pan_gene_17672 2
pan_gene_17673 2
pan_gene_17677 2
pan_gene_17678 2
pan_gene_17688 2
pan_gene_17689 3
pan_gene_177 2
pan_gene_1770 2
pan_gene_17701 2
pan_gene_17711 2
pan_gene_17712 2
pan_gene_17714 2
pan_gene_17715 2
pan_gene_17721 2
pan_gene_17722 3
pan_gene_1773 2
pan_gene_17731 2
pan_gene_17734 2
pan_gene_1774 2
pan_gene_17750 2
pan_gene_17758 2
pan_gene_1776 2
pan_gene_17768 2
pan_gene_17769 3
pan_gene_17772 3
pan_gene_1778 2
pan_gene_17781 2
pan_gene_17784 2
pan_gene_17787 2
pan_gene_17788 2
pan_gene_17791 2
pan_gene_17794 2
pan_gene_17800 2
pan_gene_17817 2
pan_gene_1782 2
pan_gene_17820 8
pan_gene_17823 2
pan_gene_17832 2
pan_gene_17850 2
pan_gene_17854 2
pan_gene_17855 2
pan_gene_17859 2
pan_gene_17869 2
pan_gene_1787 2
pan_gene_17871 2
pan_gene_17873 2
pan_gene_17876 2
pan_gene_17879 2
pan_gene_17882 2
pan_gene_1789 2
pan_gene_17891 2
pan_gene_17893 2
pan_gene_17895 3
pan_gene_17897 2
pan_gene_1791 2
pan_gene_1793 2
pan_gene_1794 2
pan_gene_17965 2
pan_gene_17968 2
pan_gene_1797 2
pan_gene_17971 2
pan_gene_17979 3
pan_gene_17982 2
pan_gene_17984 2
pan_gene_17991 2
pan_gene_17993 2
pan_gene_17997 2
pan_gene_18005 2
pan_gene_18009 2
pan_gene_18012 2
pan_gene_18028 2
pan_gene_18033 2
pan_gene_18038 2
pan_gene_1805 2
pan_gene_18051 2
pan_gene_18058 2
pan_gene_18063 2
pan_gene_18068 2
pan_gene_18070 3
pan_gene_18072 2
pan_gene_18085 3
pan_gene_1809 2
pan_gene_181 2
pan_gene_18111 6
pan_gene_18114 7
pan_gene_18118 3
pan_gene_18119 2
pan_gene_1812 2
pan_gene_18120 2
pan_gene_18122 2
pan_gene_18130 2
pan_gene_18133 2
pan_gene_18137 5
pan_gene_18138 2
pan_gene_18139 3
pan_gene_1814 2
pan_gene_18143 2
pan_gene_18161 2
pan_gene_18164 2
pan_gene_18169 2
pan_gene_1817 2
pan_gene_18170 3
pan_gene_18171 2
pan_gene_18175 2
pan_gene_18180 2
pan_gene_18187 2
pan_gene_1820 2
pan_gene_18201 2
pan_gene_18205 2
pan_gene_18206 2
pan_gene_18208 2
pan_gene_18210 3
pan_gene_18212 2
pan_gene_18215 2
pan_gene_18224 2
pan_gene_18229 4
pan_gene_18231 2
pan_gene_18233 2
pan_gene_18236 2
pan_gene_1824 3
pan_gene_18240 2
pan_gene_18242 2
pan_gene_18244 2
pan_gene_18246 2
pan_gene_18257 2
pan_gene_18259 2
pan_gene_18273 2
pan_gene_18277 2
pan_gene_18278 3
pan_gene_18281 2
pan_gene_18285 2
pan_gene_18287 2
pan_gene_18290 2
pan_gene_18292 2
pan_gene_18294 2
pan_gene_18295 3
pan_gene_183 2
pan_gene_18302 2
pan_gene_18303 2
pan_gene_18306 2
pan_gene_18315 2
pan_gene_18316 2
pan_gene_18325 2
pan_gene_1833 2
pan_gene_18333 2
pan_gene_18336 3
pan_gene_18341 2
pan_gene_18342 2
pan_gene_18344 2
pan_gene_18351 2
pan_gene_18355 2
pan_gene_18362 2
pan_gene_18363 2
pan_gene_18377 2
pan_gene_18379 2
pan_gene_18395 2
pan_gene_18397 2
pan_gene_18405 2
pan_gene_18407 2
pan_gene_18416 2
pan_gene_18417 4
pan_gene_18426 2
pan_gene_1843 2
pan_gene_18431 2
pan_gene_18438 3
pan_gene_18440 2
pan_gene_18453 2
pan_gene_18455 2
pan_gene_18457 2
pan_gene_18463 2
pan_gene_18464 2
pan_gene_18469 2
pan_gene_18471 2
pan_gene_18474 2
pan_gene_1848 2
pan_gene_18492 2
pan_gene_18496 2
pan_gene_185 2
pan_gene_18500 2
pan_gene_18504 2
pan_gene_18507 3
pan_gene_18514 2
pan_gene_18522 2
pan_gene_18523 2
pan_gene_18525 2
pan_gene_18530 2
pan_gene_18539 2
pan_gene_18542 2
pan_gene_1855 2
pan_gene_18551 2
pan_gene_18552 2
pan_gene_18554 2
pan_gene_18557 2
pan_gene_18561 2
pan_gene_18562 2
pan_gene_18564 2
pan_gene_18570 2
pan_gene_18580 2
pan_gene_18591 7
pan_gene_18595 2
pan_gene_186 2
pan_gene_18600 2
pan_gene_18643 2
pan_gene_18646 3
pan_gene_18647 2
pan_gene_187 2
pan_gene_18726 2
pan_gene_18733 2
pan_gene_18773 2
pan_gene_18774 2
pan_gene_18777 2
pan_gene_1878 2
pan_gene_18782 2
pan_gene_18785 2
pan_gene_18786 2
pan_gene_18790 2
pan_gene_18791 3
pan_gene_18792 2
pan_gene_18797 2
pan_gene_18799 2
pan_gene_1880 3
pan_gene_18856 2
pan_gene_18857 2
pan_gene_18861 2
pan_gene_18872 2
pan_gene_18875 3
pan_gene_18883 5
pan_gene_18891 2
pan_gene_18896 2
pan_gene_18898 2
pan_gene_1890 2
pan_gene_18904 2
pan_gene_18912 2
pan_gene_18915 2
pan_gene_18924 3
pan_gene_18927 4
pan_gene_18929 2
pan_gene_18939 2
pan_gene_18947 2
pan_gene_18949 2
pan_gene_1895 2
pan_gene_18950 2
pan_gene_18967 2
pan_gene_1897 2
pan_gene_18971 2
pan_gene_18977 2
pan_gene_18991 2
pan_gene_18999 2
pan_gene_1900 2
pan_gene_19001 2
pan_gene_19002 2
pan_gene_19006 2
pan_gene_19009 2
pan_gene_19011 2
pan_gene_19024 2
pan_gene_19025 2
pan_gene_19027 2
pan_gene_19029 2
pan_gene_19031 2
pan_gene_19038 2
pan_gene_19042 3
pan_gene_19044 2
pan_gene_19058 2
pan_gene_19068 2
pan_gene_19074 2
pan_gene_19075 2
pan_gene_19081 2
pan_gene_19083 2
pan_gene_19090 3
pan_gene_19091 2
pan_gene_19095 2
pan_gene_191 2
pan_gene_19105 2
pan_gene_19107 2
pan_gene_1911 2
pan_gene_19113 2
pan_gene_19115 3
pan_gene_19119 2
pan_gene_19124 2
pan_gene_19126 2
pan_gene_19129 3
pan_gene_19130 2
pan_gene_19131 2
pan_gene_19138 3
pan_gene_19140 2
pan_gene_19141 2
pan_gene_19143 2
pan_gene_19148 2
pan_gene_19149 2
pan_gene_19150 2
pan_gene_19153 2
pan_gene_1916 2
pan_gene_19161 2
pan_gene_19162 2
pan_gene_19169 2
pan_gene_19170 2
pan_gene_19174 2
pan_gene_19176 4
pan_gene_19182 2
pan_gene_19185 2
pan_gene_19186 2
pan_gene_19187 2
pan_gene_19188 2
pan_gene_19189 2
pan_gene_19191 2
pan_gene_19192 2
pan_gene_19193 2
pan_gene_19196 2
pan_gene_19200 3
pan_gene_19202 2
pan_gene_19207 2
pan_gene_19212 2
pan_gene_19214 2
pan_gene_19219 3
pan_gene_19220 2
pan_gene_19234 2
pan_gene_19242 2
pan_gene_19245 2
pan_gene_19250 2
pan_gene_19254 2
pan_gene_19262 3
pan_gene_19263 2
pan_gene_19265 2
pan_gene_19268 2
pan_gene_19269 2
pan_gene_19271 2
pan_gene_19272 2
pan_gene_19273 2
pan_gene_19276 2
pan_gene_19278 2
pan_gene_19280 2
pan_gene_19283 2
pan_gene_19290 2
pan_gene_19294 2
pan_gene_19296 2
pan_gene_19297 2
pan_gene_1930 2
pan_gene_19305 2
pan_gene_19309 2
pan_gene_19311 2
pan_gene_19312 3
pan_gene_19317 2
pan_gene_19330 2
pan_gene_19346 2
pan_gene_19347 3
pan_gene_19349 3
pan_gene_1935 2
pan_gene_19350 3
pan_gene_19351 2
pan_gene_19370 2
pan_gene_19374 2
pan_gene_19381 2
pan_gene_19388 2
pan_gene_19389 2
pan_gene_19390 2
pan_gene_19394 2
pan_gene_19398 3
pan_gene_19399 2
pan_gene_19400 3
pan_gene_19401 3
pan_gene_19403 2
pan_gene_19405 2
pan_gene_19406 6
pan_gene_19407 2
pan_gene_19409 4
pan_gene_19415 2
pan_gene_19416 2
pan_gene_19419 2
pan_gene_19422 2
pan_gene_19424 3
pan_gene_19426 2
pan_gene_19436 2
pan_gene_19437 2
pan_gene_19444 2
pan_gene_19466 2
pan_gene_19480 2
pan_gene_19482 2
pan_gene_19485 2
pan_gene_19487 2
pan_gene_19496 2
pan_gene_19498 4
pan_gene_19499 2
pan_gene_19508 2
pan_gene_19512 2
pan_gene_19516 3
pan_gene_19517 4
pan_gene_19520 2
pan_gene_19525 2
pan_gene_19528 2
pan_gene_19529 2
pan_gene_19532 2
pan_gene_19533 2
pan_gene_19536 2
pan_gene_1954 2
pan_gene_19541 2
pan_gene_19544 2
pan_gene_19546 2
pan_gene_19548 2
pan_gene_19552 2
pan_gene_19556 2
pan_gene_19564 2
pan_gene_19567 2
pan_gene_19573 2
pan_gene_19589 2
pan_gene_19591 2
pan_gene_19600 2
pan_gene_19604 3
pan_gene_19608 2
pan_gene_19616 2
pan_gene_19619 2
pan_gene_1962 2
pan_gene_19621 2
pan_gene_19635 3
pan_gene_19636 4
pan_gene_19641 2
pan_gene_19644 2
pan_gene_19645 2
pan_gene_1965 2
pan_gene_19658 2
pan_gene_19660 2
pan_gene_19662 2
pan_gene_19663 2
pan_gene_19664 2
pan_gene_19667 2
pan_gene_19668 5
pan_gene_19685 2
pan_gene_19686 9
pan_gene_1969 2
pan_gene_19690 3
pan_gene_19697 2
pan_gene_19702 2
pan_gene_19704 5
pan_gene_19712 2
pan_gene_19713 5
pan_gene_19715 2
pan_gene_1972 2
pan_gene_19720 2
pan_gene_19721 3
pan_gene_19735 2
pan_gene_19737 2
pan_gene_1974 2
pan_gene_19742 7
pan_gene_19753 4
pan_gene_19761 2
pan_gene_19765 2
pan_gene_19769 3
pan_gene_19770 2
pan_gene_19772 2
pan_gene_19775 2
pan_gene_19781 3
pan_gene_19787 5
pan_gene_19789 2
pan_gene_19809 2
pan_gene_19875 5
pan_gene_19880 2
pan_gene_19890 2
pan_gene_19907 2
pan_gene_1991 2
pan_gene_19912 2
pan_gene_19918 2
pan_gene_19920 2
pan_gene_1993 2
pan_gene_19937 3
pan_gene_19938 3
pan_gene_19946 2
pan_gene_19948 3
pan_gene_19949 2
pan_gene_19956 2
pan_gene_1996 2
pan_gene_19960 2
pan_gene_19961 2
pan_gene_19969 2
pan_gene_19972 2
pan_gene_19975 2
pan_gene_19977 2
pan_gene_19982 3
pan_gene_19991 2
pan_gene_19994 2
pan_gene_19996 2
pan_gene_20001 2
pan_gene_20011 2
pan_gene_20022 3
pan_gene_20025 2
pan_gene_20028 4
pan_gene_20032 2
pan_gene_20033 2
pan_gene_20039 2
pan_gene_20040 2
pan_gene_20042 4
pan_gene_20050 2
pan_gene_20059 2
pan_gene_20062 5
pan_gene_20067 2
pan_gene_20074 2
pan_gene_20098 2
pan_gene_2010 2
pan_gene_20106 2
pan_gene_2011 2
pan_gene_20110 2
pan_gene_20117 2
pan_gene_20126 3
pan_gene_2013 2
pan_gene_20137 2
pan_gene_20139 2
pan_gene_2014 2
pan_gene_20143 2
pan_gene_20144 2
pan_gene_20147 3
pan_gene_20155 2
pan_gene_20156 2
pan_gene_20157 2
pan_gene_20158 2
pan_gene_20163 3
pan_gene_20168 4
pan_gene_20171 3
pan_gene_20175 2
pan_gene_20189 2
pan_gene_20192 2
pan_gene_20195 2
pan_gene_20196 2
pan_gene_20213 2
pan_gene_20214 2
pan_gene_20220 2
pan_gene_20225 2
pan_gene_20229 2
pan_gene_2023 10
pan_gene_20231 2
pan_gene_20236 2
pan_gene_20240 2
pan_gene_20241 2
pan_gene_20242 2
pan_gene_20245 2
pan_gene_20246 2
pan_gene_20248 2
pan_gene_20250 2
pan_gene_20251 2
pan_gene_20257 2
pan_gene_20261 2
pan_gene_20267 2
pan_gene_20272 2
pan_gene_20274 2
pan_gene_20279 2
pan_gene_2028 2
pan_gene_20281 2
pan_gene_20296 4
