pan max
pan_gene_11227 1
pan_gene_11229 1
pan_gene_11230 1
pan_gene_11231 1
pan_gene_11232 1
pan_gene_11233 1
pan_gene_11236 1
pan_gene_11238 1
pan_gene_11240 1
pan_gene_11241 1
pan_gene_11242 1
pan_gene_11243 1
pan_gene_11244 1
pan_gene_11248 1
pan_gene_11249 1
pan_gene_1125 1
pan_gene_11250 1
pan_gene_11254 1
pan_gene_11256 1
pan_gene_11257 1
pan_gene_11258 1
pan_gene_11259 1
pan_gene_11260 1
pan_gene_11261 1
pan_gene_11262 1
pan_gene_11265 1
pan_gene_11266 1
pan_gene_11267 1
pan_gene_11269 1
pan_gene_11271 1
pan_gene_11272 1
pan_gene_11273 1
pan_gene_11275 1
pan_gene_11277 1
pan_gene_11278 1
pan_gene_11279 1
pan_gene_11280 1
pan_gene_11282 1
pan_gene_11283 1
pan_gene_11284 1
pan_gene_11286 1
pan_gene_11289 1
pan_gene_11292 1
pan_gene_11293 1
pan_gene_11294 1
pan_gene_11295 1
pan_gene_11296 1
pan_gene_11300 1
pan_gene_11301 1
pan_gene_11302 1
pan_gene_11307 1
pan_gene_11309 1
pan_gene_11310 1
pan_gene_11311 1
pan_gene_11312 1
pan_gene_11313 1
pan_gene_11314 1
pan_gene_11316 1
pan_gene_11317 1
pan_gene_11319 1
pan_gene_1132 1
pan_gene_11320 1
pan_gene_11322 1
pan_gene_11323 1
pan_gene_11326 1
pan_gene_11328 1
pan_gene_11329 1
pan_gene_1133 1
pan_gene_11330 1
pan_gene_11331 1
pan_gene_11332 1
pan_gene_11333 1
pan_gene_11334 1
pan_gene_11338 1
pan_gene_11339 1
pan_gene_11340 1
pan_gene_11343 1
pan_gene_11344 1
pan_gene_11348 1
pan_gene_11353 1
pan_gene_11354 1
pan_gene_11356 1
pan_gene_11357 1
pan_gene_11358 1
pan_gene_11359 1
pan_gene_1136 1
pan_gene_11360 1
pan_gene_11363 1
pan_gene_11364 1
pan_gene_11365 1
pan_gene_11367 1
pan_gene_11368 1
pan_gene_11369 1
pan_gene_1137 1
pan_gene_11370 1
pan_gene_11372 1
pan_gene_11373 1
pan_gene_11374 1
pan_gene_11375 1
pan_gene_11377 1
pan_gene_11378 1
pan_gene_11382 1
pan_gene_11384 1
pan_gene_11387 1
pan_gene_11388 1
pan_gene_11389 1
pan_gene_11390 1
pan_gene_11391 1
pan_gene_11392 1
pan_gene_11394 1
pan_gene_11395 1
pan_gene_11396 1
pan_gene_11398 1
pan_gene_11399 1
pan_gene_114 1
pan_gene_11400 1
pan_gene_11401 1
pan_gene_11402 1
pan_gene_11404 1
pan_gene_11407 1
pan_gene_11408 1
pan_gene_11409 1
pan_gene_1141 1
pan_gene_11410 1
pan_gene_11411 1
pan_gene_11413 1
pan_gene_11414 1
pan_gene_11415 1
pan_gene_11418 1
pan_gene_11419 1
pan_gene_1142 1
pan_gene_11421 1
pan_gene_11422 1
pan_gene_11426 1
pan_gene_11427 1
pan_gene_11428 1
pan_gene_11429 1
pan_gene_1143 1
pan_gene_11430 1
pan_gene_11431 1
pan_gene_11432 1
pan_gene_11433 1
pan_gene_11435 1
pan_gene_11436 1
pan_gene_11437 1
pan_gene_11438 1
pan_gene_11439 1
pan_gene_1144 1
pan_gene_11440 1
pan_gene_11442 1
pan_gene_11445 1
pan_gene_11446 1
pan_gene_11447 1
pan_gene_11448 1
pan_gene_1145 1
pan_gene_11452 1
pan_gene_11453 1
pan_gene_11454 1
pan_gene_11457 1
pan_gene_11460 1
pan_gene_11461 1
pan_gene_11462 1
pan_gene_11463 1
pan_gene_11465 1
pan_gene_11467 1
pan_gene_1147 1
pan_gene_11470 1
pan_gene_11471 1
pan_gene_11472 1
pan_gene_11475 1
pan_gene_11476 1
pan_gene_11478 1
pan_gene_11479 1
pan_gene_11481 1
pan_gene_11482 1
pan_gene_11484 1
pan_gene_11485 1
pan_gene_11486 1
pan_gene_11489 1
pan_gene_11491 1
pan_gene_11492 1
pan_gene_11493 1
pan_gene_11495 1
pan_gene_11496 1
pan_gene_11497 1
pan_gene_11498 1
pan_gene_11499 1
pan_gene_11501 1
