pan,B73,B97,CML103,CML322,CML69,HP301,Il14H,Ki11,Ki3,Ky21,M37W,Mo18W,Ms71,NC350,NC358,Oh43,Oh7B,P39,Tx303,Tzi8
pan_gene_100252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100265,NA,1.03556,NA,NA,NA,NA,NA,NA,1.18334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.20574
pan_gene_100266,NA,28.1863,NA,NA,NA,NA,NA,39.2143,NA,NA,38.8401,NA,NA,34.6822,17.9239,21.6814,NA,35.5554,37.5702,37.2023
pan_gene_100276,NA,0.125471,0.194697,0.175738,0.138823,0.0461385,0,0.110285,0,0.0455219,0.241269,0.0815997,0.25415,0.0164695,0.29798,0.0394522,0.217241,0.215843,0.300424,0.0321125
pan_gene_100291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100292,NA,0.962805,1.45695,0.990188,1.73725,1.27168,2.04543,1.68311,0.76689,1.00242,0.818253,1.7951,0.725892,0.888728,0.979078,0.521183,1.55235,0.908062,NA,0.960035
pan_gene_100293,NA,19.6917,18.5244,17.9863,22.1151,17.0562,24.5318,22.544,25.2356,NA,14.0624,23.8087,18.1704,17.8603,15.1809,19.1726,16.1999,24.4958,NA,15.8068
pan_gene_100296,NA,6.1303,38.9577,17.3868,48.7144,1.69242,11.1297,4.86643,11.6102,NA,52.5844,19.0251,9.62016,32.2404,48.8459,20.0855,8.3559,7.79225,41.66,34.0435
pan_gene_1003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100307,NA,0,0.173328,NA,0,0.352972,0.0672069,0,0,0,0.356235,0,0,0,0,0,0,0,0.0377126,0
pan_gene_100313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100379,NA,1.54546,1.00142,NA,NA,0.613796,3.04937,NA,NA,0.472516,NA,0.204773,NA,0.491535,NA,NA,0.805431,NA,4.7915,0.915597
pan_gene_100381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100382,NA,0.831975,0.226745,NA,NA,NA,0.597647,0.501106,NA,NA,0.822332,1.15278,NA,NA,NA,0.443023,NA,0.704488,0.502408,0.474548
pan_gene_100384,NA,18.7299,30.2719,12.3289,17.022,20.4959,20.573,19.3511,17.3897,30.2412,21.573,25.0425,26.1989,14.6173,24.3871,29.9942,23.1515,16.0254,20.0809,15.5137
pan_gene_100391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_1004,0,NA,0,0,NA,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA
pan_gene_100406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100421,NA,14.754,NA,NA,NA,6.51169,11.6452,NA,16.9132,13.1771,NA,13.9842,NA,17.4975,NA,NA,26.1952,24.6872,21.8944,24.7032
pan_gene_100426,NA,5.13377,12.4412,4.8558,9.48492,4.0755,3.36786,3.94014,5.93536,3.55215,NA,3.70883,NA,4.45772,NA,4.35133,NA,1.06121,1.69691,7.6384
pan_gene_100428,NA,0,0,0,0,NA,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0
pan_gene_100429,NA,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,0,0.238763,NA,NA,NA,NA,NA,NA
pan_gene_100433,NA,0,0,0,NA,0,0.0670614,0,0,0,0,0,0,0.0155861,0.0493061,0.0312037,2.17871,0,2.9469,2.07777
pan_gene_100440,NA,177.753,170.37,139.284,NA,207.438,194.496,248.451,309.046,114.536,119.422,228.761,97.3858,134.525,146.799,122.132,121.155,116.905,58.9325,204.028
pan_gene_100444,NA,0.916753,NA,2.36871,NA,1.20405,1.60638,NA,NA,NA,13.4815,1.64142,0.790779,1.49597,0.44681,NA,6.34847,0.830251,NA,NA
pan_gene_100465,NA,2.14896,0.268787,0.193044,1.09052,0.75696,1.42145,0.885824,0.265019,0.151087,1.9721,0.481811,1.8943,0.347941,1.5209,1.88402,2.28057,2.86028,0.254696,2.17497
pan_gene_100467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100470,NA,NA,51.4494,33.9191,9.55992,19.9177,39.0839,29.6027,17.1127,27.0919,NA,38.8988,NA,22.3327,33.4066,NA,28.9415,NA,33.3761,NA
pan_gene_100497,NA,NA,2.16365,1.58074,15.3715,NA,NA,NA,NA,NA,NA,0.857295,NA,NA,10.224,NA,NA,NA,NA,NA
pan_gene_1005,NA,NA,7.81789,3.13876,NA,8.5296,3.79351,4.95948,3.2917,5.76968,3.22937,6.13978,2.56992,6.16115,6.75088,5.55471,7.32063,3.99812,3.34741,4.13358
pan_gene_100500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.91284
pan_gene_100506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100508,NA,32.6984,46.5702,37.1172,37.7491,27.0167,125.501,80.6127,87.7678,18.4893,75.7138,31.3131,36.1211,42.495,58.728,25.6614,NA,60.5733,61.6046,36.0567
pan_gene_10053,3.94042,3.42254,3.76991,6.60974,4.99459,5.31893,4.33164,4.37904,3.21217,4.29193,3.67947,4.58312,4.17389,6.59685,NA,5.55178,5.79629,4.44012,4.60707,NA
pan_gene_100540,NA,NA,18.8388,NA,21.5218,16.7955,NA,NA,31.0192,22.0846,25.2232,14.6804,16.8739,NA,21.2252,NA,NA,NA,NA,29.0643
pan_gene_100574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100594,NA,NA,NA,NA,0.218073,0.164522,0.255462,NA,NA,0.184378,0.335516,0.167284,NA,NA,0.256911,NA,0.435613,NA,0.166109,0.304016
pan_gene_100596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_1006,58.4984,58.2316,46.752,58.8795,68.7153,52.8663,72.1934,58.1352,73.0119,38.7703,167.639,63.343,35.1919,72.3901,58.1624,39.6167,53.2042,53.1051,54.2892,NA
pan_gene_100603,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_100609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100634,NA,218.39,481.947,227.142,254.977,340.074,208.477,354.099,244.27,293.962,187.768,218.639,222.566,NA,255.021,299.422,295.203,244.742,308.893,268.497
pan_gene_100635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100639,NA,NA,NA,8.85378,14.1332,18.5682,NA,NA,8.269,NA,NA,NA,NA,NA,19.6539,NA,NA,NA,NA,10.4108
pan_gene_100646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100649,10.9112,13.3163,NA,14.8162,NA,NA,NA,16.6724,NA,9.80197,10.5002,NA,NA,NA,14.0187,10.6004,NA,10.9013,13.0412,NA
pan_gene_100663,15.8297,25.8595,16.6358,NA,17.2528,8.39751,18.4143,14.7171,13.0037,9.12207,20.6668,10.6387,NA,NA,NA,14.7657,11.05,22.3603,NA,NA
pan_gene_100672,NA,4.50976,3.88032,3.89725,NA,1.8473,10.2986,7.54295,6.54981,4.50669,5.95303,5.94034,7.0297,5.4601,1.98843,NA,6.16231,6.20096,2.89666,5.88855
pan_gene_100690,NA,19.406,16.1747,11.4714,11.6016,12.699,17.4354,14.3904,NA,14.4693,13.5966,15.7991,19.3806,7.95833,12.2474,11.5684,12.5081,14.0579,18.5813,10.2622
pan_gene_100693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100698,NA,725.834,NA,453.821,516.701,621.538,503.465,588.4,NA,604.917,534.208,608.875,629.188,NA,596.024,672.25,617.173,624.987,NA,699.748
pan_gene_1007,124.077,115.045,82.4157,121.678,114.213,101.621,111.134,115.113,108.406,76.1347,NA,123.82,82.5352,141.844,110.771,74.6035,106.794,67.4238,111.667,153.219
pan_gene_100706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10073,153.306,125.536,96.6924,132.526,132.244,156.507,95.4433,126.675,157.434,113.966,118.433,129.076,97.5725,166.123,114.326,132.026,143.727,120.2,148.108,188.058
pan_gene_100734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100735,NA,0,NA,NA,0.960239,2.22738,NA,0.570864,2.14452,NA,NA,NA,NA,NA,NA,1.76923,2.41077,NA,NA,1.95455
pan_gene_100736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10074,96.1055,111.577,105.281,62.5785,91.2868,72.2785,102.825,91.2891,111.372,66.5457,NA,79.4762,63.6422,75.58,70.6916,38.3454,74.691,53.1591,59.0732,83.217
pan_gene_10075,3.11387,3.09516,5.35422,NA,3.70975,3.47575,2.74153,3.38913,4.20177,3.37862,3.14289,3.23286,2.76082,4.03553,2.79023,3.23774,3.62454,3.9807,3.08518,3.84215
pan_gene_100750,NA,13.4291,4.37395,1.67798,4.67947,3.73684,4.40617,3.31101,1.18621,2.82029,3.72502,1.68229,11.7491,2.36851,27.3174,8.4867,3.67274,6.3823,6.38698,1.61458
pan_gene_10076,39.9291,0.644117,1.63229,NA,NA,0.0867033,6.00422,NA,27.5911,71.2397,NA,39.1991,89.0879,NA,NA,68.3329,75.3693,50.7326,NA,1.01209
pan_gene_10077,2.08219,3.45097,4.96621,5.1027,3.98756,6.21935,3.3567,2.82456,2.63974,6.71678,1.30773,6.26315,5.4947,5.11738,3.03121,4.21144,6.88195,3.4342,10.2272,6.53581
pan_gene_100786,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.223188,0.653436,0.168287,NA,1.34111,NA,NA,NA,NA,0,0.188208
pan_gene_1008,12.6572,16.6664,21.1415,6.50914,NA,NA,14.6198,14.0529,7.26062,NA,NA,13.1663,10.4115,13.7068,NA,NA,13.3819,NA,5.37442,NA
pan_gene_10080,12.5393,17.6641,15.5876,11.0112,9.78616,13.0277,19.0481,10.2196,11.2455,13.5795,10.8674,17.6469,20.5352,20.1904,15.4378,16.9181,26.2578,12.5154,21.6282,16.3269
pan_gene_10081,0,0,0,0.0746197,0,0.026847,0.156708,0.201982,0,0.0926064,0,0,0.124938,0.0919082,0.509385,0,NA,0,2.37354,1.52394
pan_gene_100812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100820,NA,83.5387,94.5834,79.1938,96.0801,64.2303,NA,100.723,122.076,NA,103.029,100.175,111.247,NA,75.1679,112.432,100.468,115.82,122.356,94.3054
pan_gene_100825,NA,0,0,0.0268722,NA,0.139814,0,0.0707145,0,0,0.0400434,0.144891,0.113519,NA,0,0.0127825,0.0329292,0,0.131944,0.0365717
pan_gene_100841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100846,NA,3.10788,NA,7.97162,4.91146,11.516,3.41109,6.46378,7.79098,5.46151,2.19543,6.26028,5.49584,3.89318,10.6841,8.89578,9.47081,12.6495,3.77738,0.901454
pan_gene_100856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100865,NA,0.0868842,0.515744,1.1997,0.397057,0.526377,0.759892,0.283621,NA,0.674416,0.716391,1.11079,3.28531,0.983261,NA,1.83737,NA,0.880678,1.97396,NA
pan_gene_100869,NA,3.84221,0.768804,1.21953,1.28006,0.705945,1.01527,0.476786,0.179743,1.86478,0.575023,0.901467,5.94066,0.806153,0.500168,2.47661,3.34305,NA,0.834812,0.321915
pan_gene_10087,1347.08,1041.64,2317.23,1409.53,1593.69,839.749,1386.64,1130.02,2099.07,1433.91,1691.02,1547.16,2279.52,2065.31,1138.8,904.421,850.325,1533.53,1106.09,1293.87
pan_gene_100870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100881,NA,10.7752,8.66938,15.9978,13.2132,23.4148,13.7039,9.12877,9.07908,13.4613,12.2124,23.0264,5.99527,13.3771,7.90565,10.7422,11.3005,15.5066,33.1738,8.02587
pan_gene_100888,NA,0,0,0.112065,NA,NA,NA,0,0,0,NA,NA,0,0,0,0,0,0,0.0669878,0
pan_gene_10089,2.12845,1.96685,10.8259,18.4533,6.3619,5.71961,14.1053,3.43628,5.17717,23.436,16.2648,1.19068,2.20213,5.89408,15.5969,5.97698,4.4352,1.41645,14.8266,17.0378
pan_gene_100890,NA,3.40044,17.7268,17.2234,8.58732,7.98967,3.14371,5.70749,10.2156,10.0125,4.51476,9.5563,12.9345,NA,17.9025,NA,9.36031,12.6264,12.3505,5.59442
pan_gene_100895,NA,NA,NA,0,NA,NA,0,NA,0.256282,0,NA,0,NA,NA,0,0,NA,0,NA,0
pan_gene_100896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_1009,0,0,0,0,0,0.0112181,0.0393214,0.0518787,0,0.0107982,0.150163,0.0244344,0,0,0,0.0091273,0.116067,0,0.289573,0
pan_gene_10090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10095,18.8817,19.2556,24.8588,25.479,20.3023,20.2894,20.0209,23.5332,16.8159,23.094,21.5077,22.5766,18.8871,22.1388,25.9587,18.6513,18.4354,16.6362,27.1128,22.22
pan_gene_100950,NA,NA,0.227312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.668851,NA,NA,NA,NA,NA
pan_gene_100951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100957,NA,0.814539,9.6057,14.66,1.62641,2.92698,1.48818,5.72004,4.72484,11.2706,0.984866,1.49038,13.7401,6.14165,11.7489,20.8745,5.79959,14.5577,3.19995,0.428608
pan_gene_10096,22.9021,23.0548,46.1192,38.6303,22.4694,20.4502,96.3315,23.7627,18.2567,19.109,45.2769,21.7723,16.5941,26.9896,89.3466,16.9976,NA,13.0541,42.5512,82.7219
pan_gene_10097,0.532261,1.6339,0.96694,0.762241,1.40489,0.949714,0.762856,0.536491,1.21253,0.315446,1.79288,0.888863,1.00925,0.960043,0.581608,0.608288,0.957749,0.200728,1.9107,1.73452
pan_gene_100970,NA,10.5657,20.3928,16.9674,4.68627,12.9437,16.6086,13.7998,4.36381,11.5429,8.36231,8.83153,9.39346,11.507,16.1425,11.5163,12.3059,26.3523,8.00329,4.28121
pan_gene_100978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10098,1.80018,5.39626,4.9447,1.82982,2.65142,3.84771,3.12953,5.15919,2.70871,2.24848,4.06921,7.08891,3.84229,2.9047,5.82779,3.13553,5.12099,3.44588,3.21927,5.54144
pan_gene_100983,NA,3.09429,NA,NA,NA,NA,NA,2.8222,NA,NA,NA,NA,1.26097,NA,NA,1.33348,NA,NA,NA,NA
pan_gene_100985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100988,NA,NA,0.0342176,NA,NA,0.414882,0.377246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15728
pan_gene_10099,11.9719,14.2444,12.7483,12.5031,12.4713,12.8293,12.7641,15.034,11.8843,9.64788,12.9771,12.5637,10.9573,13.7568,12.9347,11.0369,15.5283,8.47952,11.0859,13.1023
pan_gene_100991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_100994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101,12.878,13.3517,13.9577,18.0446,NA,14.3921,14.1222,12.2472,11.3797,10.9343,14.5939,13.6209,18.2099,18.6245,17.1279,20.2168,14.6047,23.9101,18.3035,9.51582
pan_gene_1010,14.608,23.7096,21.0434,23.3349,17.0541,24.1405,14.6139,24.3128,16.4756,11.8304,17.7217,17.1713,16.3705,14.1593,19.1792,16.9755,18.1703,17.9976,25.5622,20.4491
pan_gene_101014,NA,NA,83.2474,NA,87.7518,89.8662,131.155,NA,NA,148.215,NA,NA,40.1965,86.2037,NA,90.2127,NA,NA,141.375,NA
pan_gene_10102,8.24669,7.67219,8.62869,5.44907,9.12651,10.4488,6.93102,9.62952,7.04201,8.3709,6.59817,10.219,NA,7.18312,7.18796,7.41557,13.2873,5.70006,16.471,11.4369
pan_gene_101021,NA,37.2748,41.9391,25.1059,27.5626,18.1392,21.1004,26.7607,5.94494,18.6113,21.0793,16.4966,16.0951,14.391,27.7799,15.3182,19.873,6.96024,20.2382,13.7061
pan_gene_101029,NA,NA,NA,NA,18.2603,NA,NA,NA,NA,13.4495,42.0032,39.3012,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10103,76.9649,76.7464,77.8267,56.5944,98.6671,71.4683,71.5528,75.0738,91.9622,63.694,69.359,73.4006,61.0974,85.3066,75.2632,46.0237,64.016,50.0775,99.6005,90.2498
pan_gene_101036,NA,1.94233,1.7997,1.95809,2.48426,2.7456,3.04493,5.54655,3.44974,1.07862,2.94198,2.88613,1.0485,1.89763,3.79867,2.11764,2.03427,0.746985,3.35431,0.340194
pan_gene_101038,NA,0,0,0.155037,0.16445,0,0,NA,NA,0,0,0,NA,0,0,0,NA,NA,0.0643642,0
pan_gene_10104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101044,NA,0.715644,1.65909,0.961685,0.922957,1.38614,NA,2.16304,0.93834,0.925297,1.31129,NA,1.91771,1.66666,1.54359,1.28581,0.853122,0.770523,1.34574,0.398053
pan_gene_101052,NA,0.0346353,NA,0,0.084158,0.104974,0,0.043477,0,0,0,0,0,0.0430518,0.0498605,0,0,0.0160073,0,0
pan_gene_101053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101059,NA,1.12008,0,0,0.0422208,0,0,0.163641,0.339019,0.0416139,0.144333,0.118141,0.022375,0.0443782,0,0.0294768,0.448937,0,0.520109,0.736928
pan_gene_10106,NA,NA,NA,NA,1.76225,NA,1.50123,NA,1.20456,NA,NA,2.04933,0.205167,1.42026,NA,NA,3.08171,NA,NA,NA
pan_gene_101063,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA
pan_gene_10107,NA,8.51563,7.64426,9.80704,11.4592,9.27526,12.5947,12.4199,11.8115,9.9467,7.95557,9.7314,5.53656,9.77331,10.2514,8.72486,11.3528,7.66666,12.5066,11.0088
pan_gene_101070,NA,2.0517,2.77912,5.59395,NA,2.59222,1.79902,0,1.60493,0.625758,1.96031,1.33515,0.166677,0.351049,2.88599,0.049387,2.23717,2.64551,0.0821717,1.32168
pan_gene_101074,NA,NA,0,0.14942,NA,NA,0,0.342518,NA,NA,0.099142,NA,NA,NA,NA,NA,NA,NA,0.714536,0.379144
pan_gene_101077,NA,39.6924,54.6969,48.9379,31.1937,46.7238,46.7537,29.3348,55.3685,NA,42.0956,49.0732,31.6709,44.0239,40.322,48.5917,40.0372,44.7052,42.7669,43.3493
pan_gene_101081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10109,18.0399,16.7449,17.837,18.3335,16.6794,19.3788,15.5521,17.8947,13.0718,15.1972,16.9897,17.7024,15.71,18.2722,20.3087,15.7588,19.6398,NA,17.3725,17.7638
pan_gene_1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10110,2.82616,2.88067,3.84407,6.38149,9.82289,NA,5.48508,4.50197,6.12629,5.57131,9.02462,6.2433,4.97525,4.59924,3.84383,7.61584,6.5639,18.8817,8.75216,3.09228
pan_gene_101101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101106,NA,NA,NA,NA,NA,NA,NA,2.71606,NA,NA,NA,NA,NA,NA,1.19035,NA,NA,NA,NA,2.09823
pan_gene_101108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101109,NA,19.6499,NA,NA,6.08307,NA,NA,18.6679,NA,10.9794,NA,NA,14.2779,NA,23.319,58.2407,53.3902,73.7276,NA,NA
pan_gene_10111,2.16541,2.05011,3.03033,4.81267,7.76953,3.78173,4.43383,3.43,4.53437,4.04546,6.93331,4.4919,3.72066,3.40351,2.88836,5.57143,5.12787,8.58242,6.44526,2.41559
pan_gene_101117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101121,NA,1.18032,3.55022,9.13015,8.80454,0.950322,0.800144,NA,1.32792,29.3794,3.37205,17.8511,41.2929,21.0036,18.4457,16.2582,5.26016,19.8863,8.98155,4.68071
pan_gene_101128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.847
pan_gene_101134,NA,0,0.21334,0.0509134,0,1.46435,4.34687,2.43131,0,1.19021,0.579369,0,0.171548,0.311943,1.81579,0.661396,0.148287,0.34071,0.593031,1.61367
pan_gene_101138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34634
pan_gene_10114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_101143,NA,0,NA,NA,0.0793109,NA,0,NA,0,0,0.165237,0.246231,NA,NA,NA,0.0442391,NA,NA,0,NA
pan_gene_101145,NA,0.169842,0.210752,2.01972,0.288072,0.160681,2.07544,1.39771,1.48527,0.208113,0.170847,2.92924,NA,1.27596,0.0499596,0.736025,2.83233,0.11879,0.769873,0.053426
pan_gene_101149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10115,38.5951,NA,39.2867,36.3208,NA,44.153,47.0915,37.0719,15.3543,NA,NA,NA,NA,NA,43.7488,NA,42.3817,NA,NA,35.4107
pan_gene_101152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10116,23.2868,45.8699,30.1261,20.4932,25.7512,25.7815,27.8196,26.7579,18.3628,17.0547,22.7888,17.6699,21.7542,17.2453,22.626,13.3689,18.4606,11.9242,19.5253,26.451
