,B73,Tzi8,Ky21,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML69,Ki11,CML322,Ki3,CML103,Tx303,NC358,B97
pan_gene_10607,6.30544,6.30544,8.48844,9.52638,34.271,15.9962,11.8009,6.41116,15.2477,14.3806,8.60503,13.272,3.51509,11.7939,21.8964,3.29707,7.59993,5.94196,11.2792,37.8418
pan_gene_10608,0.0314561,0.0314561,0.0773002,0.593757,0.648257,0.532404,0.131534,0.190105,0.0259932,0.0810463,0,0.219079,0.0262267,0,0.0778763,0,NA,0.0612206,0,0.0343464
pan_gene_10609,61.625,61.625,49.5346,41.6213,39.8418,31.0967,47.4791,91.6844,45.703,68.7681,37.8618,25.6904,46.7248,75.9482,51.9306,37.1897,54.4248,36.8011,53.1027,44.5355
pan_gene_10610,30.6525,30.6525,35.5549,29.0172,21.588,29.2835,56.9053,53.4267,25.9293,39.6978,73.871,48.4239,43.0953,41.2233,24.9659,46.0569,36.1125,32.39,28.9519,56.5083
pan_gene_10612,2.83193,2.83193,6.57669,5.89506,7.76319,5.49342,3.78067,1.83002,8.9932,6.9859,5.42797,2.61638,6.65664,1.77112,8.05665,7.25722,2.6218,9.36496,7.25968,9.15135
pan_gene_10613,26.4075,26.4075,26.468,27.5261,26.3204,24.3685,10.0008,22.6549,23.9081,22.1263,23.9127,18.1357,27.2323,24.8703,20.8518,13.3438,28.0364,20.8623,23.4131,33.6772
pan_gene_10615,2.66767,2.66767,7.67601,7.65182,4.03385,10.0311,3.81393,3.77935,6.62895,4.76369,3.61935,10.3102,4.78707,3.0485,15.2292,1.45032,6.0915,4.44496,6.41978,2.34554
pan_gene_10616,9.45944,9.45944,3.79068,6.09661,10.4506,6.05049,7.86632,7.29762,8.39791,8.2941,10.0781,1.75216,10.704,5.74132,10.5133,4.25426,9.25839,7.65968,6.52164,11.3237
pan_gene_10617,13.6333,13.6333,18.8466,14.1623,12.1981,NA,10.3157,16.7841,14.6676,16.204,10.2728,30.6006,5.82948,29.7766,11.0952,5.54921,13.8078,12.4609,11.5214,20.7718
pan_gene_10618,0.110539,0.110539,0.217897,0.074239,0.0715215,0.051106,0.2243,0.133732,0.759726,0.201469,0.0603912,0.245819,0.0337221,0.0710179,0.957869,NA,NA,0.690322,0.109524,0.123735
pan_gene_10619,5.65464,5.65464,10.7602,4.25081,9.9888,7.21247,6.96853,21.821,24.0451,9.06229,5.03004,17.0929,9.51708,7.34278,11.0115,NA,16.9436,32.6175,12.3564,8.06864
pan_gene_10620,0.0636433,0.0636433,0.0165391,0.0569192,0.30124,0.0210184,0,0.0190695,0.00592265,0.00834439,0,0,0.0254284,0.080866,0.0248001,0.0504662,0,0.0700516,0.40806,1.11809
pan_gene_10621,8.47497,8.47497,6.28785,6.30378,8.51353,8.87554,4.48467,7.23234,5.62541,8.38561,3.95305,2.17104,NA,7.38969,5.01308,NA,NA,6.13267,7.30598,9.05004
pan_gene_10622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10623,10.0395,10.0395,9.99294,6.51735,10.6128,9.37473,6.69789,9.61033,9.85929,9.18588,7.46725,9.67782,9.97305,11.1378,8.56993,8.11528,12.7913,11.0582,9.16743,10.5046
pan_gene_10624,26.0464,26.0464,17.871,18.2053,16.776,13.4286,NA,22.9824,23.4967,16.2058,38.1603,22.7447,NA,22.7184,25.4264,33.2294,22.9347,26.4767,16.7006,21.5386
pan_gene_10625,0.958979,0.958979,0.429386,0.284252,1.24596,0.56765,0.274693,0.507142,0.568188,0.591881,1.59724,0.424018,0.363477,0.616959,0.876302,0.856496,0.802167,0.40078,0.826634,0.293631
pan_gene_10629,60.7152,60.7152,46.8134,36.3852,55.8819,52.0309,24.7117,44.6096,37.4245,41.3723,23.6892,54.5277,47.1374,53.8785,29.4232,39.1171,62.4622,79.9515,51.3313,33.8479
pan_gene_10633,36.4132,36.4132,27.1725,42.2941,46.3432,33.7237,56.7364,32.0978,47.1006,21.9876,35.5167,72.0657,NA,37.3115,43.0895,45.66,21.8856,40.4643,31.6977,41.8654
pan_gene_10634,0.601731,0.601731,0.783743,1.88206,3.46108,4.70069,0.572479,1.15929,0.674671,0.569737,0.273125,1.91008,0.780194,0.479085,4.37528,0.204128,0.46417,1.7104,0.993829,0.755386
pan_gene_10635,8.46194,8.46194,6.44229,8.38673,9.89391,6.5899,9.59494,NA,8.97591,7.30971,8.89801,8.98563,10.4448,8.82392,8.10211,6.69895,8.44255,7.08413,7.993,7.07994
pan_gene_10637,0.0473073,0.0473073,0.0364978,0.0317825,0,0,0.392571,0,0.0297048,0,0,0,0.212873,0,0.136944,0.101399,0.0546431,0,0.134065,0.115113
pan_gene_10638,0,0,0,0,0.0376716,0,0,0,0,0,0.123246,0,0,0,0.0604099,0,0,0.151391,0,0
pan_gene_10639,0,0,0,0,0,0,0,0,0.0190393,0,0.10724,0,0,0,0,0,0,0.0645891,0.0673116,0
pan_gene_10640,21.0613,21.0613,16.2782,18.6786,17.9231,NA,17.2952,21.7454,22.9168,37.0153,18.7794,14.0628,14.7999,19.7634,24.3411,9.93383,23.3296,15.4619,30.7052,NA
pan_gene_10642,NA,1.40316,2.58773,2.51018,3.42703,NA,NA,2.07525,1.89274,NA,2.82627,1.64012,1.21015,3.03479,1.6398,2.79349,5.66044,2.05267,1.87291,NA
pan_gene_10643,1.21186,1.21186,2.3482,2.29582,3.39803,0.834853,1.11858,0.253198,1.81376,1.39581,2.24599,1.43318,0.400557,2.61611,1.17165,2.2073,4.78389,0.812348,1.85816,0.330066
pan_gene_10644,31.3193,31.3193,18.7988,16.6749,83.6965,19.905,27.226,9.8826,31.403,72.2083,51.6471,12.742,14.672,28.4648,20.7867,59.2574,9.29015,36.7826,43.657,8.5353
pan_gene_10646,NA,7.5216,6.15007,11.8788,NA,NA,8.21669,9.14384,8.26954,9.2938,5.40546,8.12368,6.15919,8.93824,8.04661,4.6608,11.6474,8.11605,11.4834,NA
pan_gene_10648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10649,23.1029,23.1029,30.6516,19.6977,31.0998,23.8174,29.635,23.5767,31.3208,34.9327,15.7943,35.9707,28.8209,NA,21.3801,21.1376,26.4365,23.7754,42.6192,39.2932
pan_gene_10650,NA,0.228369,1.83742,0.199551,0.287196,0.465492,0.218087,0,0.122802,1.3587,0.376253,0.100866,0.0789611,0.679724,0,0.315958,0.169571,0,0.199266,1.08666
pan_gene_10651,16.324,16.324,9.19042,10.9451,15.3572,10.8012,14.9357,12.9807,16.5002,13.0876,12.4352,14.775,NA,18.99,15.8758,12.8094,16.0304,15.6589,14.3855,14.3788
pan_gene_10653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10654,13.616,13.616,16.482,10.0557,12.4749,15.0566,12.917,9.50476,13.6864,22.5573,10.1218,15.539,25.7323,18.1302,11.2485,16.3521,24.2764,15.7147,13.376,25.7204
pan_gene_10655,NA,8.03775,7.7987,4.4229,5.01039,6.65243,6.27365,3.58154,6.00637,8.7388,6.48262,5.54979,6.33756,7.38803,4.25065,6.40527,9.43853,5.28771,6.65881,10.2652
pan_gene_10660,0.450081,0.450081,1.90215,0.951748,NA,1.27326,0.647063,1.98119,0.763287,1.40632,0.719085,1.10953,0.894407,2.53656,NA,0.418952,1.80075,1.27987,0.395891,0.379443
pan_gene_10661,14.4717,14.4717,12.5255,18.3904,21.5667,21.5003,13.7343,9.69765,10.6644,18.7073,6.30245,15.4115,13.6236,17.3574,7.1771,12.6779,15.491,12.573,10.637,18.3338
pan_gene_10662,6.79679,6.79679,3.40823,5.22488,6.76208,5.43681,6.08158,5.08846,6.46941,6.77397,4.49762,4.15783,7.03948,8.06152,6.5057,6.04333,7.05647,5.92365,5.72201,8.1384
pan_gene_10663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10664,0.0976884,0.0976884,0.00687265,0.0260986,0.349434,0.013437,0.0572859,0,0.0273743,0.0142466,0,0.033398,0.187218,0,0.0613384,0,0,0.0706178,0.0186054,1.4627
pan_gene_10665,2.1004,2.1004,4.84456,3.88471,5.25655,5.82467,2.13315,6.18608,2.56317,4.56698,6.49647,1.79305,1.83496,3.99008,1.98058,4.15716,4.66432,2.5382,5.28408,6.4862
pan_gene_10666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478965,0
pan_gene_10667,45.1877,45.1877,34.8004,36.516,42.6688,35.8616,43.7796,40.2544,40.9199,44.2977,41.3911,32.8286,44.2915,52.1864,43.657,36.4489,47.9219,40.4505,44.7171,48.7102
pan_gene_10669,39.7159,39.7159,39.3424,59.2015,50.4073,26.5388,35.4452,23.967,42.8345,37.6381,60.014,34.7594,NA,51.4181,56.6213,57.3661,40.2193,36.3007,59.1447,52.6359
pan_gene_10671,4.38623,4.38623,4.44266,6.12208,5.00554,4.86729,4.46423,7.28837,5.65678,9.29172,3.28293,4.57291,5.10479,7.95178,4.98087,5.42722,6.74602,4.66625,7.97561,7.73412
pan_gene_10672,2.31898,2.31898,8.49358,2.56715,2.50013,7.99674,5.35587,10.5517,12.4686,12.0064,2.00147,3.09944,10.2792,11.2384,9.69444,10.7243,13.0206,15.9881,6.36977,9.12359
pan_gene_10673,NA,0.831283,3.30033,3.50864,0.71956,3.0509,3.10594,1.31242,1.73142,5.38283,1.31303,NA,2.07156,1.75186,0.704477,0.440551,2.83695,3.97258,1.46136,3.98223
pan_gene_10674,9.95993,9.95993,45.7671,49.5735,19.4067,29.2801,9.09202,31.5059,10.134,19.2432,9.04493,24.8262,10.0773,24.4304,8.35211,6.88072,17.1292,23.5733,35.1054,8.31352
pan_gene_10675,6.28393,6.28393,4.45345,4.45698,4.60576,3.39727,19.8135,5.23449,7.44555,4.70499,5.19926,15.8073,5.77356,8.38338,5.5135,5.46311,6.17958,5.88236,21.3684,6.62285
pan_gene_10676,10.3481,10.3481,10.5655,8.85101,10.1715,11.0783,7.35985,12.5889,11.107,13.4115,10.372,6.31393,NA,9.10252,7.82838,6.77838,10.2686,11.2965,5.80035,11.9869
pan_gene_10677,5.54948,5.54948,5.38162,5.31833,7.46267,4.91092,3.8679,5.38118,6.19423,6.45105,6.52529,4.01744,5.59683,5.85713,6.56461,4.27905,7.5111,5.15024,3.74325,6.73665
pan_gene_10679,0.484195,0.484195,0.853438,0.861444,1.01903,0.918434,NA,4.80424,0.782549,0.988756,NA,0.73011,NA,1.26253,0.676026,NA,1.23079,0.986488,NA,0.659757
pan_gene_10680,29.4572,29.4572,40.6035,36.6699,37.4305,43.0487,NA,38.9719,36.2754,38.7335,26.4086,34.2078,NA,41.9473,34.9506,33.7429,37.2405,NA,35.1815,42.7199
pan_gene_10681,1.09982,1.09982,0.659816,1.80232,0.429663,0.154711,NA,1.7103,0.398386,3.61833,0.622906,0.576474,4.02867,NA,2.69786,0.929293,1.86569,0.163676,0.718812,0.171527
pan_gene_10682,0,0,0,0,0,0.0295891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pan_gene_10683,0,0,0,0.0214844,0.0529884,0.00870325,NA,0,0.647525,0,0,0,0,NA,0,0,0,0,0.0545902,0
pan_gene_10686,2.31553,2.31553,1.22508,1.97137,1.01106,1.65633,0.678453,2.39087,NA,1.36334,NA,NA,1.73499,1.93105,1.3872,0.304274,2.94757,1.13678,1.70988,NA
pan_gene_10687,17.0348,17.0348,25.7017,45.1355,19.3128,37.5819,46.128,27.4366,29.9525,12.0883,23.8271,21.9411,32.0566,31.0738,37.0905,28.9025,42.1499,17.3922,34.7926,19.9405
pan_gene_10688,12.1547,NA,10.4351,9.57912,20.7437,14.4528,10.1605,12.9485,NA,NA,8.32025,9.97467,11.4679,15.4851,9.0521,NA,NA,13.3382,9.56522,15.0086
pan_gene_10689,9.83138,9.83138,4.75392,5.11364,9.64544,4.23408,7.07497,9.10804,4.08389,8.30639,10.4851,3.64517,10.708,10.3902,3.58219,9.75179,10.9773,10.2766,4.87547,21.9623
pan_gene_10690,25.6315,25.6315,29.0377,23.5716,21.5332,23.7931,33.0891,31.2321,27.3311,19.149,32.9767,27.8376,34.0371,22.7493,25.7508,30.0316,30.005,36.0784,26.6052,43.114
pan_gene_10691,77.0565,77.0565,81.8923,76.094,76.343,72.7573,88.3709,78.237,74.5318,84.0718,85.9281,75.3786,83.6374,88.5943,86.9122,72.9479,96.8545,78.1564,98.4201,76.2897
pan_gene_10692,NA,3.65965,1.05383,1.30645,2.51574,0.920014,0.584274,2.15523,1.61722,1.45363,1.51298,1.4131,1.78431,2.99054,4.27151,6.14359,3.61775,1.29106,1.87712,1.16218
pan_gene_10693,38.9313,38.9313,20.0851,24.2324,24.7204,19.1078,27.8804,28.9406,21.5998,26.8952,26.4227,17.3867,34.2987,27.8585,49.7577,25.1771,35.5433,34.4107,35.7046,55.086
pan_gene_10694,58.5164,58.5164,26.7193,62.9994,34.2978,27.7768,90.189,40.0696,49.3573,33.9635,70.9215,40.5069,55.7355,54.7871,49.6659,53.7193,40.4184,39.1745,39.4682,50.6964
pan_gene_10695,7.66762,7.66762,NA,7.97504,10.4812,11.5337,11.3013,NA,8.89955,9.17012,NA,NA,9.12972,7.90304,6.25883,NA,8.54986,8.98459,NA,8.7214
pan_gene_10696,8.70216,8.70216,13.9308,10.0603,13.3175,19.0711,14.181,14.5364,13.2405,15.4763,8.97949,10.4421,NA,11.8591,7.96775,7.68,8.48543,9.27602,7.27264,14.4946
pan_gene_10697,0.0688446,0.0688446,0,0,5.51939,0,12.3166,0,0,0,0.163407,0.0297409,0.0549852,0,0,0,0,12.282,0,0
pan_gene_10700,0.335566,0.335566,0.442474,0.454398,0.176712,0.35942,0.132392,0.671538,0.988651,0.544935,0.67952,0.661447,0.433547,0.924339,0.528716,0.755538,0.310895,0.58589,1.13933,0.850802
pan_gene_10701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10702,9.80027,9.80027,12.7678,10.4341,6.83939,9.77232,7.6181,11.4994,8.34452,12.4963,8.97991,6.43147,7.43444,12.2919,8.75646,5.65374,11.9936,10.9847,12.2166,10.6864
pan_gene_10703,38.4864,38.4864,32.8347,56.6682,25.0838,24.2009,73.7271,47.6537,34.3216,42.8022,70.9964,49.2094,55.4281,79.403,34.8221,41.996,50.7041,28.3931,51.1092,85.6146
pan_gene_10704,156.706,156.706,90.9413,114.353,79.6907,69.8631,135.913,82.4234,126.906,87.0935,181.915,79.1072,186.834,136.828,128.952,149.737,65.6034,98.1119,94.9027,103.781
pan_gene_10705,121.529,121.529,60.9178,91.142,51.4113,47.3212,79.1815,77.8067,54.7906,66.5473,67.2904,57.4361,66.2645,101.748,61.9197,63.7551,85.7675,72.5321,70.6915,128.525
pan_gene_10706,8.09475,8.09475,5.68513,5.83455,7.44806,6.66049,5.1645,6.61782,6.86109,7.81625,4.93108,6.90187,6.82384,7.01831,6.27654,4.82302,9.03699,7.36104,6.80963,7.54362
pan_gene_10707,0.285825,0.285825,0.016471,0.247137,0.280822,0.263717,0.321472,0.266787,0.264758,0.499892,0,0.246304,0.228184,0.18126,0.451531,0.170231,1.10724,0.245334,0.205918,0.381241
pan_gene_10708,NA,NA,NA,NA,NA,NA,NA,NA,0.889557,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.59654,NA
pan_gene_10709,2.3209,2.3209,1.33295,13.8198,26.3725,20.8393,6.54872,11.8934,8.11142,10.0663,1.99015,9.62158,5.70728,10.2125,17.6956,1.64141,14.2345,19.1901,12.7746,9.00924
pan_gene_10714,3.95193,3.95193,4.95989,NA,9.05653,3.19406,1.53866,8.25434,6.18847,10.3683,5.60353,8.62014,1.59762,4.51673,2.88319,1.14579,8.76729,4.83134,7.55009,3.0142
pan_gene_10715,11.4201,11.4201,24.194,8.98555,3.14981,27.0967,3.71416,17.9993,16.324,32.0845,8.5603,12.4187,12.5699,13.9766,15.6665,NA,22.0798,27.1042,25.0412,8.13778
pan_gene_10716,48.6664,48.6664,50.3776,36.8387,38.4946,43.2043,34.7321,52.1703,43.5541,56.5286,36.9018,37.7825,54.9125,60.0925,41.4155,33.5383,47.7315,46.1656,47.515,46.0458
pan_gene_10717,4.20768,4.20768,NA,10.6269,10.0781,NA,10.3587,16.3011,10.0618,15.4436,12.9928,NA,11.93,NA,10.7955,10.5068,19.5318,NA,12.5523,8.02155
pan_gene_10718,27.5136,27.5136,17.5802,14.8509,16.4647,14.1259,19.7527,23.1093,13.9531,12.5087,17.4483,24.1954,23.7167,14.7152,16.4124,14.4817,23.6136,17.5614,13.7798,15.7894
pan_gene_10719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10720,NA,NA,0.876741,NA,1.20693,0.708596,NA,0.839058,0.984247,NA,0.673165,NA,NA,0.323903,0.806867,0.811189,1.20684,NA,1.22917,NA
pan_gene_10721,35.9407,35.9407,68.4162,51.7931,82.5701,63.7659,47.338,38.4104,39.7446,77.9484,28.1716,36.1049,24.4079,48.2329,35.5049,39.396,46.4885,38.2102,53.9899,40.3971
pan_gene_10723,NA,NA,NA,4.22168,5.26314,5.62227,5.21553,NA,5.83993,NA,NA,6.29852,5.37456,5.54849,NA,4.56914,NA,3.38826,6.73389,6.04266
pan_gene_10724,7.24645,7.24645,7.62884,12.1995,8.13921,7.62764,10.4722,7.57079,9.54852,9.80706,12.4704,10.1789,13.61,14.2977,7.17476,12.8092,17.7423,10.1376,11.5239,17.6207
pan_gene_10725,NA,NA,5.53507,7.64998,NA,2.34646,NA,6.58583,4.77451,11.488,4.00191,9.04132,NA,10.792,4.07681,2.99476,9.05445,NA,7.12518,NA
pan_gene_10726,8.12581,8.12581,10.0328,NA,7.5597,NA,6.27533,14.6557,NA,7.44955,9.51185,14.9114,NA,NA,10.9521,5.88319,NA,NA,12.9244,8.73815
pan_gene_10727,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA
pan_gene_10728,21.1834,21.1834,17.5039,18.4669,25.6169,22.044,18.4922,18.2473,21.5696,26.3694,14.5546,18.0385,17.3532,24.746,17.1249,13.5271,24.4994,14.7065,23.1985,27.8525
pan_gene_10731,39.7422,39.7422,46.7254,45.4303,57.2328,32.5014,35.3045,35.9798,31.6055,49.6158,48.5097,48.2096,32.4622,45.3003,34.1747,28.3501,64.6067,38.3771,54.4968,48.9454
pan_gene_10732,8.94034,8.94034,7.09527,13.1459,15.473,14.8605,10.4,14.94,NA,19.6632,11.0493,13.0753,NA,15.9208,8.44987,9.46265,26.3267,10.2426,9.76973,14.1444
pan_gene_10733,2.19138,2.19138,0.377892,0.429258,0.645565,1.03988,0.397711,0.610578,1.59393,0.075022,0.28822,NA,0.726863,0.0863742,0.575105,0.352191,0.24985,0.366111,0.347215,0.199768
pan_gene_10734,1.20997,1.20997,0.965899,0.59009,0.889343,1.09797,0.640325,1.41593,0.629918,0.148256,0.218221,1.45212,0.727272,0.211641,2.81863,1.13075,0.386997,1.75959,1.24734,0.42291
pan_gene_10736,10.0862,10.0862,10.8484,10.949,9.25851,7.83921,14.2232,7.83943,8.95162,9.65709,9.40552,9.28366,NA,9.07914,NA,10.9584,12.1898,11.3785,9.04295,10.7573
pan_gene_10737,0.0630384,0.0630384,0.0569232,0,NA,0.0230096,2.93076,0.0150205,0.0204024,NA,0,0,0,0,0,0,0.0755816,0.421438,0.0337462,0
pan_gene_10738,3.71701,3.71701,2.53471,2.89235,3.77389,3.83054,4.1834,4.02341,3.55557,5.3478,4.00205,4.27271,4.09455,4.24076,2.59878,1.50414,6.6756,4.8858,5.88501,5.76136
pan_gene_10739,0.0749597,NA,0.059261,NA,0,0,0,NA,NA,NA,0,0,NA,NA,0,0,0.0407089,NA,NA,0
pan_gene_10740,9.28737,9.28737,8.05931,10.2745,10.1748,10.9396,13.817,9.55544,10.5218,6.56019,8.45,24.1922,8.33116,7.25984,7.19254,8.29348,9.23757,6.86222,14.5206,7.41116
pan_gene_10741,59.9054,59.9054,40.5716,43.7616,36.433,33.36,46.0786,33.909,38.3719,42.1704,46.0919,34.3034,51.1745,42.0493,40.3823,41.375,36.2318,34.0939,40.0202,49.5288
pan_gene_10742,11.0341,11.0341,3.14823,0.364102,0.61559,0.956394,2.42673,7.05852,1.1016,0.428247,1.45855,0.707467,0.637716,0.617527,0.400665,1.46062,3.3083,1.58322,0.675027,1.35171
pan_gene_10744,7.50819,7.50819,10.4031,16.6849,7.80416,16.7039,4.71551,10.8655,6.86469,9.36319,14.5412,12.9824,7.03746,6.0976,7.63186,3.84687,23.1143,5.93947,7.84517,14.8608
pan_gene_10745,16.1719,16.1719,17.0222,22.8843,16.6182,16.7926,14.3036,17.3322,14.6464,24.756,17.1276,15.6681,24.6917,11.8111,18.959,10.0174,20.7411,14.9277,16.2245,18.9828
pan_gene_10746,39.1655,39.1655,44.6761,44.0373,43.9279,35.1373,31.5166,40.6821,38.5185,46.1475,35.2766,29.0327,37.746,37.0636,35.0487,33.4536,63.621,68.4577,46.9685,43.3086
pan_gene_10747,17.254,17.254,14.8277,17.6149,11.5899,11.673,0.545566,9.90836,NA,6.2766,NA,NA,11.5159,9.1393,10.6125,8.50088,11.4174,8.49822,6.08713,7.37098
pan_gene_10748,6.40119,6.40119,4.60089,6.48242,4.95866,5.13964,0.367104,3.04935,3.50178,2.02473,2.22536,3.11526,4.17784,2.55306,3.81572,3.22543,3.64063,2.62392,2.60807,2.09734
pan_gene_10749,116.863,116.863,104.869,100.869,102.62,104.584,76.2838,96.565,93.5425,121.789,74.3433,62.4877,NA,84.5398,65.1529,84.2212,126.46,98.417,96.0895,91.6102
pan_gene_10750,2.73269,2.73269,2.45878,2.95561,3.51891,2.43975,1.34059,2.62081,1.84348,2.8829,1.75891,2.89483,3.08988,2.81262,2.73801,1.17468,2.74964,1.41463,2.66733,3.48654
pan_gene_10751,0,0,0,0,0.838259,0,2.66255,0.047416,0,0,0.0894959,0,0.0837642,0.107268,0,0,0,1.44442,0,0
pan_gene_10752,21.9326,21.9326,15.5357,20.8793,13.3444,11.5088,34.1219,16.1845,22.0512,17.242,34.4405,17.6189,25.9532,26.3514,22.9073,23.3537,17.6937,14.8582,16.0322,20.959
pan_gene_10753,22.545,NA,36.8751,25.3525,39.5655,49.22,32.6834,37.555,33.0085,50.7743,42.8113,25.6677,32.835,41.6186,51.422,30.1669,67.0943,35.5577,25.2594,53.3823
pan_gene_10754,0,0,NA,0.0260082,0,0,0,0,0,0,NA,0,0,0.116221,0,0,0.0343691,0.366111,0,0.0394748
pan_gene_10755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pan_gene_10756,0.438665,0.438665,NA,2.47706,1.20164,1.22844,1.63319,NA,2.05518,1.02812,0.895391,1.5341,NA,4.34894,1.03979,1.49476,1.54189,2.73451,1.91667,0.49983
pan_gene_10757,31.2808,31.2808,54.6691,36.0736,30.5591,46.0569,54.4885,54.8506,36.3074,29.961,71.9397,33.0439,43.6369,62.3265,37.7012,44.0911,54.9905,92.6362,42.259,53.7769
pan_gene_10758,2.76555,2.76555,14.2647,13.0937,13.5178,19.0181,5.24694,26.1451,NA,12.7969,72.668,9.86143,NA,8.20511,9.56619,4.29319,74.6086,7.46417,10.3704,13.3298
pan_gene_10759,37.5093,37.5093,27.6023,24.5222,27.9585,28.448,42.684,27.3287,30.8226,25.614,NA,28.0542,NA,52.9554,27.9077,32.6219,27.4446,41.1617,36.6566,41.4976
pan_gene_10760,8.43215,8.43215,5.09656,10.2309,13.6428,7.61637,10.7413,12.2694,14.6448,11.4939,9.59631,9.86764,10.2135,13.6238,12.3824,10.8757,10.6721,7.90451,15.0419,12.532
pan_gene_10762,34.8144,34.8144,28.2376,27.1514,38.8449,28.5639,36.8802,34.6018,32.4939,30.2562,32.621,24.3879,35.2982,35.3193,33.1669,30.2511,35.8583,29.6579,30.8221,37.2812
pan_gene_10763,NA,NA,NA,1.96323,NA,NA,NA,2.20413,NA,2.46951,NA,NA,NA,NA,2.36357,NA,3.63162,2.5003,NA,3.14485
pan_gene_10764,0.327148,0.327148,0.32174,0.152532,0.337732,0.223379,0.548948,0.259057,0.141291,0.257508,NA,0.194262,0.187672,0.546661,0.103143,0.157845,0.74514,0.107358,0.242311,0.141489
pan_gene_10765,1.00803,1.00803,1.40824,0.333943,NA,1.11767,0.836466,2.12717,0.665021,0.486145,NA,0.562536,NA,NA,1.03233,0.469695,0.811084,1.71892,0.838065,0.331749
pan_gene_10767,67.6864,67.6864,39.8205,60.6367,49.9873,42.8218,72.867,50.5166,58.3867,45.3882,80.389,70.2556,82.8374,74.1973,62.9821,66.0536,56.3038,65.0749,70.1825,77.404
pan_gene_10768,0,0,NA,0,0,NA,0,0,0,0.0439714,0,0,0,0,0,0,0,0,0,0
pan_gene_10769,0.202995,0.202995,0,0,0.225479,0,0,0,0,0,NA,0,0,0,0,0,0,0.185815,0,0
pan_gene_10770,12.2903,12.2903,0.52714,1.20619,9.51782,0.950828,59.6093,11.8332,NA,15.174,16.659,1.6394,27.0592,7.98816,NA,19.0228,1.06935,1.94291,4.97283,2.06371
pan_gene_10773,3.70487,3.70487,7.62644,8.00975,10.6268,8.47234,4.15818,9.07886,3.55966,NA,8.011,16.269,NA,15.2844,2.66315,NA,5.95937,18.9759,1.64565,8.89362
pan_gene_10774,4.26024,4.26024,NA,4.37987,4.95611,10.3099,3.79907,5.06396,4.39106,5.05037,5.59259,4.1558,3.73355,8.36969,3.71944,3.31809,6.20038,4.58774,6.07878,6.60051
pan_gene_10776,31.2713,31.2713,26.7724,33.762,21.5158,24.0425,43.2904,30.407,30.4485,36.7686,35.4077,25.5334,38.9578,32.8814,29.9927,30.0662,22.5792,31.5272,35.7933,39.2647
pan_gene_10777,17.3438,17.3438,23.1973,13.6006,6.82205,12.6558,14.7124,12.0874,9.43567,21.9065,12.762,15.4222,NA,28.3493,6.02741,5.79857,34.2619,11.9043,13.2832,18.989
pan_gene_10778,35.7011,35.7011,29.1276,20.4422,33.9674,27.9447,25.7913,31.8371,35.0563,40.6011,32.5981,26.357,34.4283,38.1869,30.4447,31.9403,33.7732,20.6646,31.223,32.287
pan_gene_10779,4.58476,4.58476,2.88273,7.41741,4.23175,5.56277,NA,7.0652,6.86177,5.44116,8.59781,12.6177,5.90513,14.1551,9.9004,6.01676,4.94955,7.06902,8.19237,10.2114
pan_gene_10780,3.87738,3.87738,12.3083,6.95847,1.71155,0.738288,21.356,12.126,1.38285,18.422,1.12882,0.838399,2.7656,NA,1.26942,0,5.85482,1.95351,NA,0.411176
pan_gene_10781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA
pan_gene_10785,9.24601,9.24601,5.98914,5.59116,9.2703,6.9775,10.8663,9.18419,10.4484,5.59801,6.98917,5.48849,9.12553,10.8942,9.95118,8.50541,NA,7.23584,8.91282,7.031
pan_gene_10789,1.42846,1.42846,1.01929,1.78547,4.35918,6.28359,3.54579,0.314689,0.84586,1.64333,1.28378,0.880375,0.848992,1.19822,1.45151,0.32859,1.47355,5.89269,1.17835,4.25458
pan_gene_10792,0.265893,0.265893,3.50275,0.194489,0.255111,1.01228,0.436001,0.932568,3.87184,0.042552,0.0861551,2.79277,0.434987,5.27906,1.70846,0.128288,0.608047,0.584823,4.60218,0.244374
