,pan,B73,Tzi8,Ky21,M162W,Ms71,Oh7B,Oh43,M37W,Mo18W,NC350,HP301,Il14H,P39,CML52,CML69,Ki11,CML228,CML247,CML277,CML322,CML333,Ki3,CML103,Tx303,NC358,B97
10027,pan_gene_2188,0.0058,0.006,0.0084,0.0163,0.0171,0.0104,0.0167,0.0185,0.0036,NA,0.0026,0.0102,0,0.005,0.0076,0.1864,NA,0.0035,NA,0.0556,0.2331,0.0093,0.0416,0.0115,0.0061,0.0014
10063,pan_gene_21920,0.0044,0.0353,0.0583,0.1395,0.0061,0.0011,0.0054,0,0.1732,0.1405,0.0011,NA,0.0049,0.2696,0.0089,0.1809,0.2919,0.224,0.0023,0.0796,0.2629,0.2773,0.2172,0.0015,8e-04,0.3094
10268,pan_gene_22161,0.1375,0.036,0.1902,0.002,0.1194,0.0128,0.004,0.1266,0.0108,0.1273,0.0044,0.1554,0.1241,0.1497,0.0382,0.0554,0.2632,0.0347,0.0048,0.0756,0.0545,0.2059,0.0777,0.1408,0.1393,0.0138
10287,pan_gene_22181,0.0387,0.0143,0.0312,NA,0.0329,0.033,0.0178,0.008,0.0122,0.0048,0.0536,0.0439,0.0172,6e-04,0.0228,0.2842,0.0291,0.0022,0.027,0.0223,0.0018,0.0014,0,0.0028,0.0216,0.0275
10289,pan_gene_22183,NA,NA,NA,NA,NA,0.0216,0.0138,0.0115,NA,NA,NA,0.0125,0.2484,0.0014,0.0167,NA,0.3879,0.0253,0.0397,NA,NA,NA,0.0167,NA,0.0471,0.0262
10346,pan_gene_22245,0.0336,0.0041,0.0634,0,0.0018,0,0.0041,0.1717,0.0026,0.0988,0.0071,0.0092,9e-04,0.056,NA,0.0083,0.2252,0.0039,0,0.0145,0.0791,0.0121,0.0083,0.001,0.0048,0.001
10408,pan_gene_22310,0.0048,0,0.5675,0.5603,0.0026,0.013,0.0056,0.0186,0.0023,0.5684,0.0115,0.0055,0.0536,0.6205,0.5641,0.4734,0.5815,0.0099,0.0275,0.0057,0.5941,0.0452,0.1421,0.0029,0.0043,0.0027
10423,pan_gene_22332,NA,0,0.0181,NA,0.009,0,NA,0.0027,0.2199,0,0,NA,NA,0,NA,NA,0.0281,NA,0.0108,0,0,0.0231,0,0.0031,0.0193,0
10459,pan_gene_22369,0.0028,0.0089,0.0153,0.009,0.0036,0.0083,0.0063,0.0034,0.0037,0.0095,0.2526,7e-04,0.0051,0.0029,0.0021,0.0078,0.0183,0.0034,0.0044,0.0023,NA,0.0046,NA,0.0134,0.0038,0.0021
10467,pan_gene_22381,0.002,0,0,0.0022,NA,0,0.0043,NA,0.0019,0.0083,0.0085,NA,0.0033,NA,NA,0.0051,0.0052,NA,0.0032,0,NA,NA,0.2608,0.0014,9e-04,0.0011
10496,pan_gene_2241,NA,0.0028,0,NA,NA,NA,NA,0.5833,NA,NA,NA,NA,NA,0.0023,0.0021,NA,NA,0.0047,0.0102,NA,NA,0.0267,NA,NA,NA,NA
10510,pan_gene_22423,0.0164,0.0012,0.0067,0.0254,0.0076,0.0042,0.009,0.0054,0.0079,0.069,0.014,0.0048,0.0473,0.0124,0.0032,0.0059,0.0309,0.0063,0.3084,0.0105,0.0224,0.0347,0.0472,0.081,0.0102,0.003
10514,pan_gene_22433,0.0044,NA,NA,0.0016,NA,0.0031,NA,NA,NA,NA,0.0074,0.0037,NA,NA,NA,0.0857,0.2672,NA,NA,NA,NA,NA,NA,0.0022,NA,0.0018
10520,pan_gene_22440,0.0014,0,0,0,0,NA,0,0.0084,0.0031,0.0098,0.0016,0.0034,NA,0.008,0.0062,0.001,0.7113,NA,0.0019,0.0049,NA,0.0475,0.002,0,0.0112,0.0024
10541,pan_gene_22467,0.0247,0.0064,0.0529,0.024,0.0286,0.0041,0.0394,0.0911,0.0329,0.0747,0.0248,0.0079,0.0358,0.0513,0.0235,0.0644,0.0034,0.0822,0.0387,0.0258,0.0096,0.0319,0.2796,0.0067,0.1027,0.011
10610,pan_gene_22553,NA,NA,NA,NA,NA,NA,0.4732,NA,NA,NA,NA,NA,NA,NA,NA,0.0275,0.0065,NA,NA,NA,NA,NA,NA,NA,NA,NA
10652,pan_gene_22603,0.0035,0.0019,0,0,0.0021,0.0014,0.0041,0,0.0083,0.0022,0,0,0,0,0.0033,0,0,0.3327,0.0035,0,NA,0.0031,0.0256,0.0021,0,0
10698,pan_gene_2265,0.6104,NA,NA,NA,NA,NA,NA,NA,NA,0.5088,0.5645,NA,NA,0.7007,NA,0.5344,0.6273,0.6954,0.7707,0.5537,NA,0.6411,NA,NA,0.4783,NA
10781,pan_gene_22763,0.0304,0.6614,0.6111,0.6491,0.0305,0.6241,0.7493,NA,0.0956,0.5667,NA,0.1554,NA,0.0014,0.5714,0.6503,0.6987,0.7247,0.6745,NA,NA,0.5909,0.6178,NA,NA,NA
10808,pan_gene_22797,0.0028,0,0.001,0.004,0.0102,0.0115,0.0041,0.0153,0.2167,0.0091,0.0074,0,0,0.211,NA,0.0024,0.001,0,0.2353,0.0037,0.0135,0.0117,0,0.1914,0.0056,0.0037
10828,pan_gene_22827,NA,0.0038,0.125,0.0026,0.0183,0.138,0.0093,0.0137,0.0062,0.1374,0.2409,0.0085,0.0157,0.2141,0.1978,0.0143,0.006,0.0094,0.0209,0.0014,0.012,0.0237,0.0266,NA,0.208,0.0016
10867,pan_gene_22877,0.0417,0,0.0027,0.0045,0.0017,0.0012,8e-04,0.0124,0.0063,0.0069,0.0074,NA,0.6128,0.0034,0.0156,0.0049,0.0012,0.0028,0.0707,0.011,0.0391,0.021,0.0026,0.0028,0.0291,0.0041
10906,pan_gene_22931,0.0055,0.0024,0.0186,0.0188,NA,NA,0.0114,NA,0.0232,0.027,0.0209,0.0217,NA,0.0187,NA,NA,NA,0.2792,0.0143,0.0311,0.0228,NA,0.0137,0.0114,NA,NA
10915,pan_gene_22943,0.0017,0,0.008,NA,7e-04,NA,4e-04,0.3624,7e-04,0.0093,0.001,0.0021,0.0137,0.0025,0.0033,0.0104,0.0043,0.0017,0.0013,0.0014,0.0026,NA,0.0225,9e-04,0.0159,NA
10948,pan_gene_22994,0.0212,NA,0.0312,0.0236,0.0178,0.0356,0.2378,NA,NA,0.0282,0.0336,0.1074,0.0407,0.0217,0.0275,0.1414,0.1267,0.1164,0.0356,0.0151,0.0218,0.0226,0.1006,0.0083,0.02,0.03
10958,pan_gene_23008,0.002,NA,NA,0.0031,NA,NA,0.0393,NA,NA,0,NA,0.1092,0.001,0.4018,NA,NA,NA,NA,0.0029,NA,NA,NA,NA,NA,NA,NA
10960,pan_gene_2301,NA,NA,0.6387,NA,NA,NA,NA,0.1032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4561,NA,NA,NA,NA,NA,NA,NA
10987,pan_gene_23041,0.1243,0.0017,0.1381,0.005,0.0092,0.0027,0.0033,0.0049,0.1706,0.1876,0.0038,0.1723,0.0099,0.2753,0.0025,0.0168,0.2809,0.0037,0.2369,0.0037,0.0026,0.0039,0.0243,0.1011,0.001,0.001
10996,pan_gene_23052,0,NA,0.0016,0,0.0059,0.0015,0.0012,0,0,NA,0.0017,0,0.0072,0.2095,0,0.0071,0.0095,0.0071,0,0,0.0023,0,0.0036,0.0079,0.0042,0.0059
11013,pan_gene_23082,NA,NA,NA,NA,0.0585,NA,NA,NA,0.7672,NA,0.1415,NA,0.0776,NA,NA,NA,NA,NA,NA,NA,NA,0.0764,0.0802,NA,0.0727,NA
11025,pan_gene_23097,0.5146,0.0208,NA,NA,NA,0.55,NA,0.5769,NA,0.5842,NA,NA,NA,NA,NA,0.4018,NA,NA,0.4406,NA,NA,0.6847,NA,0.3797,NA,0.5647
11053,pan_gene_2313,0.6414,0.4807,0.4513,0.4987,0.5365,0.4242,0.6346,0.691,0.6257,0.4803,0.6539,NA,0.5371,0.6511,0.5328,0.6133,0.7349,0.6287,0.6757,NA,0.4935,0.7122,0.5836,0.6371,0.5776,0.6599
11054,pan_gene_23130,0.7276,0.8268,NA,NA,0.6095,NA,NA,0.604,0.4221,NA,0.7768,NA,NA,NA,NA,NA,NA,0.6699,NA,NA,NA,NA,NA,NA,NA,0.7717
11057,pan_gene_23133,NA,NA,0,NA,NA,NA,0.0012,NA,NA,NA,0.3192,NA,9e-04,7e-04,NA,NA,NA,NA,NA,0.0012,0,0.0065,0.162,NA,NA,NA
11064,pan_gene_23141,0.7229,NA,NA,NA,NA,0.4627,NA,NA,NA,NA,NA,0.665,NA,NA,0.7224,0.716,NA,NA,NA,NA,NA,0.7852,NA,NA,NA,0.7467
11076,pan_gene_23162,0.7025,NA,0.5901,0.6826,0.171,0.6928,0.8057,0.2179,0.1218,0.7047,0.2852,0.124,NA,0.7918,0.7628,0.64,0.5764,NA,NA,NA,NA,0.7818,0.7094,NA,NA,0.7706
11086,pan_gene_23178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.783,NA,0.7805,NA,NA,NA,NA,0.0174,0.7755,NA,NA,NA,NA
11091,pan_gene_23183,0.5,NA,0.6143,NA,0.6198,NA,NA,0.6131,NA,0.5686,NA,NA,0.3873,NA,NA,0.684,0.6869,0.5885,0.6681,NA,0.4739,0.6031,NA,NA,NA,0.6829
11093,pan_gene_23185,0.0136,0,0.0182,0.1062,0.0474,0.0067,0.1062,0.0056,0.2076,0.086,0.1621,0.0097,0.0626,0.0242,NA,0.0829,0.218,0.026,0.0087,0.0801,0.1219,0.1891,0.0125,0.0922,0.0285,0.023
11118,pan_gene_23269,0.0395,NA,0.1308,0.0799,0.017,0.0791,0.0615,0.0089,NA,0.0609,0.0628,0.2665,NA,0.0186,0.0614,0.0278,0.0631,NA,0.013,0.0463,0.0129,0.082,0.0672,NA,0.016,0.0651
11128,pan_gene_23281,0.2686,NA,0.2548,0.162,0.0118,0.0022,0.2469,0.2928,0.1939,0.2348,0.2692,NA,0.2656,0.2192,0.1795,0.1963,0.2467,0.2397,0.2974,0.1664,0.2167,0.173,0.257,0.2626,0.2352,0.1899
11161,pan_gene_23338,NA,0.0032,0.0435,0.004,0.216,0.0087,0.0027,NA,0.0039,0.0177,0,0.006,0.0028,0.001,0.0097,0.0242,0.0269,0.0213,0.0369,0.0202,0.0147,0.0191,0.1202,0.0033,0.002,0.0105
11222,pan_gene_23427,0.0056,0.007,0.0352,0.0208,0.003,0.005,0.026,0.0713,0.0079,0.072,0.0094,0.0065,0.0028,0.0059,0.0243,0.0293,0.1438,0.0071,0.1212,0.0092,0.0129,0.0652,0.012,0.2134,0.0038,0.0067
11231,pan_gene_23438,0.0058,0.0019,0.0022,0.0021,0.0097,0.0014,0.0027,0.0174,0.0014,0.0094,0.0037,0.2766,0.0069,0.0013,0.0038,0.008,0.0222,0.0108,0.0049,0.0014,0.0026,0.0165,0.0129,0.0043,0.0093,0.0116
11246,pan_gene_23452,0.0011,0,0.0492,0.0071,0.0034,0,0.0026,0.211,0.1688,0.0314,0.0033,0.003,0.0031,0,0.1733,0.2206,0.003,0,0,0.0013,0.0072,0,0.0049,0.1741,0.0011,0.0026
11305,pan_gene_2352,0.0107,0.0086,0.031,0.0032,0.0033,0.003,0.0323,0.0268,0.0197,0.0206,0.0297,0.0409,0.051,0.0014,0.2383,0.0087,0.0018,0.0054,0.0082,0.2168,0,0.0202,0.0076,0.0029,0.0013,0.0433
11390,pan_gene_23626,0.0044,0,0.0163,0.0115,0.0053,0.0055,0.0098,0,0.0045,0.0252,0.5015,0.0027,0.0169,0,0.0011,0.0185,0.1351,0.0051,0.0222,0.0033,0.0032,0.0164,0.0115,0.0127,0.0011,0.0038
11394,pan_gene_23630,0,0,0.0012,0,0,0,0.0015,0.4776,0,0.3663,0.0014,0.0011,0,0.0017,0.0049,0.0041,0.0019,8e-04,0.0033,0,0,0.005,0,0,0,0.191
11404,pan_gene_23640,0.7075,0.7143,0.5155,0.6903,0.75,0.6598,0.7148,0.7415,0.6576,0.5514,0.5948,0.308,0.6199,0.6845,0.5182,0.5681,0.6545,0.7122,0.7577,0.5943,0.7792,0.6714,NA,0.6207,0.6412,0.763
11439,pan_gene_23681,0.6847,0.7709,0.6275,0.7007,0.4866,0.2511,0.7137,0.7033,0.6884,0.6506,0.6063,0.6433,0.6843,0.7294,NA,0.6799,0.7657,0.7292,0.7143,0.6466,0.6489,0.7564,0.6635,0.6865,0.6748,0.4832
11510,pan_gene_2376,0.0029,0.0016,0,0,0,0.0078,0,0.0026,0.005,0.0015,0,0.0039,0,0,0,0,0.0047,0.5575,9e-04,0.0117,0,0.0187,0.001,0,0,0.0177
11590,pan_gene_23840,0.308,0.1952,0.2981,NA,0.0736,0.2455,0.273,0.1039,NA,0.299,0.4002,0.314,NA,NA,0.2548,0.3443,NA,0.337,NA,0.3123,NA,NA,0.2569,0.0136,0.2359,0.3632
11617,pan_gene_23880,0.0046,0.0031,0.1553,0.1707,0,0.1645,0.2383,0.0035,0.0058,0.0118,0.2539,0.248,0,0.0067,0,0.0033,0.0059,0,0.0014,0.0023,0.0038,0.0014,9e-04,0.0415,0,0.0014
11635,pan_gene_23900,NA,0.0108,0.007,0.0037,0.0038,0.0099,0.0018,0.0034,0.2414,0.0935,0.2129,0.0111,0.0014,0.0572,0.2231,0.0324,0.1682,0.1042,0.0402,0.0047,0.1594,0.1549,0.1298,0.0127,0.0014,0.0052
11641,pan_gene_23909,0.0131,0.008,0.3761,0.0063,0.0048,0.0051,0.0061,0.0197,0.0019,0.0122,0.0036,0.0022,0.0299,0.0011,NA,0.0091,0.0116,0.0277,0.0073,0.0214,0.0094,0.0054,0.1264,0.0085,0.0019,0.0019
11647,pan_gene_23916,0.0043,0.3229,0.0018,0.0538,0.0355,8e-04,0.0388,0.063,0.001,0.0028,0.0435,0.0011,0.0084,0.0507,0.0016,0.0259,0.015,0,0.001,9e-04,0.0021,0.0302,0.0443,0.004,0.001,0.0586
11699,pan_gene_23983,NA,0.6941,NA,0.6894,0.6601,0.5898,NA,0.088,0.6055,0.6058,NA,NA,NA,0.7257,0.6574,0.658,0.7801,0.7588,0.7421,0.6479,NA,0.6639,0.7182,0.678,0.6789,0.6868
11700,pan_gene_23984,0.2721,0.005,0.2449,0.0139,0.1859,0.1438,0.0098,0.1867,0.1252,0.0741,0.2091,0.0251,0.2585,0.0048,NA,0.0081,0.2086,0.2019,0.039,0.0406,0.2385,0.2526,0.2754,0.226,0.1581,0.4208
11725,pan_gene_24020,0.0017,0,0.0019,0.0283,0.006,0.0077,0,0,0,0,0.0017,0.002,0,0,0,0,NA,0.005,0,0,0.0048,0.226,0.0012,0.0025,0,0
11741,pan_gene_24036,0,0,0,0,0,0,0.0015,0.4044,0,0,0,0,0.3597,0.0022,NA,0,0,0,0,0,0,0,0,0,0.0019,0
11788,pan_gene_24090,0.0015,0,0.0037,0.0019,0.0035,0.0069,0.0034,0.0029,0.0137,0.0171,0.0024,0.493,0.5494,7e-04,0.0017,0,0.0042,0.0031,0.005,0.0052,0.0027,0.008,0.0049,0,0.0035,0.0025
11841,pan_gene_24149,0.0033,0.0025,0.0089,0.0037,0,0.0072,0.0035,0.0064,NA,0.0037,0,0.0025,0.0042,0.0012,0.0012,0.0026,0.0013,0.0017,6e-04,0.0024,0.0096,0.2076,0.0015,0.0079,0.0051,0.0023
11856,pan_gene_24165,0.0225,NA,NA,NA,NA,0.0041,NA,NA,NA,0.4963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11862,pan_gene_24175,0.0256,0,0.145,0.0093,0.0089,0.0029,0,0,0.3312,0,0.3577,0,0.0038,0.001,0,0.017,0.0018,0.0085,0.0047,0.0018,0.0038,0.0153,0.0025,0,0.0043,0.0014
11876,pan_gene_2419,NA,0.6503,NA,NA,NA,NA,NA,0.6584,0.0047,0.5201,NA,0.407,0.2496,NA,NA,0.4959,0.505,0.512,0.5791,0.0018,0.4978,NA,0.3893,0.6,0.4291,0.0024
11939,pan_gene_24259,0.7724,NA,NA,NA,NA,NA,NA,NA,0.639,NA,NA,NA,NA,NA,NA,0.554,NA,NA,NA,0.564,NA,NA,NA,NA,NA,0.5205
11952,pan_gene_24271,0.0147,NA,0.0103,NA,0.0049,0.0085,0.0026,NA,NA,0.0357,0.0198,NA,0.2641,0.0562,NA,0.1983,0.2027,0.0556,0.2541,NA,0.2052,0.1643,0.0015,NA,0.2372,0.0069
12009,pan_gene_24336,0.0163,0.0059,0.0019,NA,0.008,0.0149,0.0066,0.0018,0.0039,0.0035,0.0056,NA,NA,0.0056,0.0057,0.0187,0,NA,0.0093,0.2174,0,0.0018,0.0028,0,0,0.0063
12015,pan_gene_24342,0.2356,0.0024,0.0046,0.0043,0.0102,0.012,0.0226,0.0122,0.019,0.0448,0.0124,0.1186,0.0118,0.0017,0.0134,NA,0.2612,0.1723,0.0109,0.0101,0.08,0.071,0.0087,0.1137,0.0821,0.0246
12036,pan_gene_24369,NA,0,0,9e-04,0.0016,0.0012,0.0013,NA,0.0027,0,0.008,0.0149,0.2087,5e-04,0,0.0018,NA,7e-04,0.0012,0.0015,0.0099,0.0247,NA,0,0.0013,0.0012
12081,pan_gene_24421,0.0617,0.002,0.0063,0.0962,0.0218,0.0078,0.0211,0.0959,0.0125,0.08,0.0191,0.0238,0.0253,0.059,0.023,0.0745,0.0284,0.0139,0.0473,0.009,0.0127,0.2642,0.0359,0.0192,0.0433,0.019
12284,pan_gene_24653,NA,NA,NA,NA,NA,0.0048,NA,NA,NA,NA,0.3509,NA,NA,0.1686,NA,NA,NA,NA,NA,NA,NA,0.0183,0.2096,NA,NA,NA
12295,pan_gene_24663,0.0342,0.0178,0.0104,0.0108,0.0055,0.0065,0.1849,0.503,0.008,0.0164,0.0316,0.0209,0.0177,0.0415,0.0316,0.0371,0.0746,0.0067,0.0226,0.0169,0.019,0.4259,0.0086,0.0237,0.0266,0.0279
12303,pan_gene_24671,0,0.0048,0.0528,0.0109,0,0.002,0.2772,0,0.0016,0.0029,0.4605,0,0,NA,0.1292,0,0,0.0043,0,0,0,0.253,0,0,0.0036,0.0239
12337,pan_gene_24705,0.0017,0,0.2969,0.1838,0.0016,0.0123,0.0069,0,0.0035,0.006,0.0075,0.0122,0.0063,0.0011,0.0015,0.0036,0.0062,0.0032,0,0,0.0045,0,0.008,0.0111,0,0.0184
12419,pan_gene_24792,0.0258,NA,NA,NA,NA,0.0016,0.3122,NA,0.1439,NA,0.3867,0.2206,0.0069,NA,0.2909,NA,NA,NA,0.3165,0.1383,0.2207,NA,0.2049,NA,NA,0.0043
12468,pan_gene_24849,0.0427,8e-04,0.4551,0.3915,0.0064,0.0019,0.0158,0.0058,0.0156,0.3373,0.0064,0.5792,0.0572,0.1882,0.0095,0.0609,0.0991,0.3207,0.0702,0.02,0.0253,0.1875,0.416,NA,0.019,0.0069
12484,pan_gene_24869,0.0027,0.0045,0,0.0017,0.0019,0.0032,0.0039,0,0.7865,0,0,0.005,0.0217,0.8064,0.0473,0.0401,0.1425,0,0.0568,0.0014,NA,0.012,0.574,0.0056,0.007,0
12498,pan_gene_24883,0.0318,8e-04,0.1421,0.0127,0.0174,0.0073,0.01,0.064,0.2039,0.0158,0.0145,0.1063,8e-04,0.0287,0.009,0.0971,0.043,0.0077,0.0397,0.0093,0.0454,0.0513,0.2617,0.0078,0.0645,0.0442
12529,pan_gene_24917,NA,0,0,0,0,0.0023,0.0011,0.257,0,0,0.0014,0,0,0.002,NA,0,0.0029,0,0.0016,0,0,0,0,0.0027,0,0
12549,pan_gene_24936,NA,NA,NA,NA,NA,0.396,NA,0.5324,0.3002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2804,NA,NA,NA,0.428,NA,0.3872
12555,pan_gene_24943,0.0103,0.0037,8e-04,6e-04,0,6e-04,0.0011,0.011,0.4965,0.4212,NA,0.0028,9e-04,0,0.3922,7e-04,0.2821,0.4612,0.0015,0.4121,NA,0.4487,0,0.0014,0.4009,0.0014
12568,pan_gene_24957,8e-04,0.0015,0.0055,0,0,0.0012,0,0.2201,0,6e-04,0,NA,0.0011,NA,0,0,6e-04,0.0015,4e-04,0.0014,NA,0.0018,0.0014,0,0.0015,5e-04
12575,pan_gene_24964,0.0099,0,0.1807,0.2306,0.1823,0.1064,7e-04,0,0,0.0136,0.2592,0.1761,0.0118,0.3129,0.1742,0.0695,0.01,0.0043,0.2585,0.2305,0.2064,0.0033,0.1925,0.1292,0.1595,0.001
12612,pan_gene_25003,0.2727,0.0029,0.0227,0.0033,0,0.0134,0.0101,0.009,0.0191,0.0083,0.0025,0.0091,0.0055,0.0094,0.004,0.0172,0,0.0118,0.0323,0.0022,0,0.0086,0.0057,NA,0,0.0024
12614,pan_gene_25005,NA,NA,NA,0.5068,0.5773,NA,0.6511,0.7807,0.5,0.5614,0.6456,0.6486,NA,0.75,0.6837,NA,0.7004,0.6985,NA,0.6389,0.5955,0.7303,0.7711,0.7863,NA,0.75
12645,pan_gene_25044,0.0055,0,7e-04,NA,7e-04,0.0179,0.0156,0.0054,0.0016,0.2783,0.0064,0.0489,0.0018,0.0016,0.203,0.015,0.0027,0.6086,0.0316,6e-04,0.0058,0.0203,0.0111,0.0182,0.0026,NA
12672,pan_gene_25072,0.0814,0.0047,0.0047,0.0077,0.0043,0.086,0.0087,0.0054,NA,0.001,0.0836,0.0186,0.0073,0.0079,0.0053,0.044,0.2075,0.0955,0.0251,0.0107,0.0021,0.2232,0.1232,0.0149,0.0072,0.0138
12694,pan_gene_25095,0.003,NA,0.1281,0.0035,0.001,0.0024,0.0049,0.0039,0.0041,0.004,0,0.001,NA,0.0088,NA,0.2103,0.0076,0.0044,9e-04,0.0018,0.0031,0.2582,7e-04,0.159,0.0107,0.0022
12742,pan_gene_25149,NA,0.1541,0.1886,NA,NA,0.1264,0.1815,0.0962,0.0498,NA,0.2261,0.1496,0.1749,0.1098,0.175,NA,0.1088,0.2825,0.0815,0.2002,0.0903,0.0976,0.2749,0.1058,0.0855,0.1359
12794,pan_gene_25210,0.0018,0.1198,0,0.1953,0.2188,0.0017,0.1738,0.1495,0.1319,0.0036,0.0023,0.2042,0.074,0.0013,0.0508,0,0,0.0012,NA,0,0,0.0157,0,0,0.259,0
12797,pan_gene_25216,NA,0.0084,NA,NA,NA,NA,NA,0.5207,0.0333,0.0131,NA,0.1713,0.0838,0.0196,0.0138,0.1212,0.0394,NA,NA,0.0129,NA,NA,0.0157,0.6045,0.0318,NA
12820,pan_gene_25246,NA,0.0023,NA,7e-04,0.0031,0.0028,0.0044,0.0025,0.008,9e-04,0.2371,0.0021,0.0064,0.0025,NA,0.0092,0.002,0.0027,NA,0.0018,0,0,0,NA,0.0266,0.0073
12851,pan_gene_25286,0,0,0.0029,0.0022,0,0.0026,0,0,0,0,0.3186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12859,pan_gene_25294,0.0022,0,0.0139,0.0028,0.0106,0.0099,0.0042,0.3654,0.0047,0.0028,0.0135,0.0152,0.0044,0.0011,0.0027,0.0061,NA,0.0043,0.002,0.0069,0.1912,0,0.005,0,0.0093,0.0024
12889,pan_gene_25329,0.0048,NA,6e-04,0.0061,NA,0.0045,0.0085,0.0042,0.004,0.0151,0.0021,0.0238,0.0069,NA,0.0046,0.0066,0.8458,NA,0.0011,NA,0.008,0.0165,NA,NA,0.0023,NA
12975,pan_gene_25438,0.0144,0.0036,0.0132,0.0037,0.0056,0.0053,0.0434,0.0159,0.106,0,0.0051,0.0029,0,7e-04,0.003,0.0064,0.0068,0.13,0.004,0.0011,0.0114,0.044,0.2376,0.0136,0.0026,0.0028
12984,pan_gene_25448,0.485,NA,NA,NA,0.6178,NA,0.023,NA,0.3664,NA,0.7319,0.7276,0.6956,NA,0.6721,0.6259,NA,NA,NA,0.671,NA,0.7556,NA,NA,0.6895,NA
12996,pan_gene_25465,0,0.005,0,0,0.0052,0.0021,0.0117,0.0026,0,0.006,0.0104,0.0132,0,0.0012,0.0105,0.0061,0.0018,0.0017,0.0057,0.3384,0,0.016,0.0025,0,0.0018,0.0047
13006,pan_gene_25478,0.0066,0.0011,0.0072,0.0039,0.001,0.0031,NA,0.0028,NA,0.0027,0.0037,0.0013,0.2301,0.0019,NA,0.0085,0.0042,NA,NA,0,0.005,NA,0.0063,0.0028,0.0012,0.0038
13024,pan_gene_2550,0.0027,0.0054,0,0.0019,0,0.002,0.7274,0,0,0.0016,0.6185,0.6821,0.7536,NA,NA,0.002,0,9e-04,0,0.0326,0,0,9e-04,0,0.0012,0.0017
13069,pan_gene_25555,0.0847,0.0022,0.0347,0.0569,0.0011,0.0018,0.4705,NA,0.3408,0.4296,0.5973,0.0021,0.3073,0.2368,0.2384,NA,0.2088,0.0539,0.3005,0,0.3156,NA,0.1797,0.1876,0.0013,0.0037
13137,pan_gene_25650,0.3144,0,0.0022,0,0.1243,0.3184,0.0017,0.0031,NA,0.0561,0.0818,0.1325,0.3996,0.0205,NA,0.0011,0.0011,0.0014,0.0101,0,0,0.2231,0.1014,0,0.3692,0.001
13198,pan_gene_25719,0.6844,NA,NA,NA,0.6425,NA,0.7106,NA,0.2714,NA,0.2192,NA,NA,NA,NA,0.6712,NA,0.718,NA,NA,NA,NA,NA,NA,NA,NA
13221,pan_gene_25752,0.277,0.2164,NA,NA,NA,0.1433,NA,0.1058,NA,NA,NA,NA,NA,NA,0.2866,0.3266,NA,NA,NA,NA,0.1957,NA,0.2654,NA,0.2208,NA
13248,pan_gene_25793,0.0027,0,0.142,0.0019,0.0292,0.0011,0.002,0,0,0,0.0062,0,0,0.0023,0.0011,0,0,0,0,0,0.0015,0.2502,0,0.0048,0,0
13250,pan_gene_25796,NA,NA,0.8268,0.6762,0.75,0.6644,NA,0.6859,0.7577,NA,0.7582,0.6497,0.6595,0.7875,0.6958,0.7284,0.7612,0.7799,0.7105,0.7511,0.6215,0.6992,0.7449,NA,0.6331,0.6624
13254,pan_gene_25800,0.2439,0.1983,NA,NA,0.1667,0.1376,NA,0.1454,NA,NA,0.1823,NA,NA,0.0421,NA,NA,0.0338,0.1462,0.2383,NA,0.0944,0.1937,NA,0.1018,NA,0.2247
13304,pan_gene_25866,0.0027,0.0021,0.0036,0,0.0018,0.0014,0.0035,0.016,0.0015,0.0037,0.1673,0.0019,0,0.0062,0.0026,0.2568,0.0114,0.0095,0.0045,0.0053,0.0038,0.003,0.0037,0,0.0067,0.0029
13331,pan_gene_25901,0.4207,NA,NA,0.793,NA,0.4601,0.4887,NA,NA,0.6132,NA,0.7109,0.6779,0.6421,0.7078,NA,0.6625,NA,0.6458,NA,NA,NA,NA,0.6644,0.6787,NA
13373,pan_gene_25952,0.7383,0.6997,0.1861,0.719,NA,0.2029,NA,0.14,0.6648,0.7158,NA,0.6921,NA,NA,NA,0.6915,NA,NA,NA,0.6437,0.6741,0.2142,0.2394,NA,0.2899,NA
13376,pan_gene_25958,NA,NA,NA,0.0056,NA,0.0023,7e-04,NA,0.0024,0.0025,0.002,0.001,NA,0.0034,NA,0.5894,NA,NA,0,NA,NA,NA,0,NA,NA,NA
13378,pan_gene_25964,0.0013,0,NA,0.2133,0.0014,0.1021,0.1821,NA,0.1709,0.0054,0.1435,0.2432,0,0.0018,0,0.0013,0.0031,0.0018,0,0,0.1182,0.0011,0.1844,0.0015,0.1634,0.0015
13382,pan_gene_25968,0.5717,0.604,NA,0.6781,0.0042,0.6365,NA,NA,0.5773,0.0472,0.6921,0.5968,0.6105,0.7794,0.5557,0.6213,0.6875,0.7685,NA,NA,0.639,0.6622,0.6131,0.6769,0.5789,0.0543
13386,pan_gene_25972,0.0151,0.0074,0.0094,0,0.0045,0.0075,0.0016,0.0106,0.0294,0.0241,0.0097,0.0119,0.0092,8e-04,0.0095,0.019,0.0228,0.012,0.0082,0.0089,0.008,0.0076,0.2727,0.0094,0.0226,0.0098
